"dgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_d","colegios_count_d","paraderos_count_d","parques_count_d","estaciones_count_d","viasprincipales_count_d","viassecudarias_count_d","viviendas_count_d","hogares_count_d","personas_count_d","comercial_count_d","lotes_count_d"
48,"2014-08-09",2,"Sabado","Normal Trafico","No",9,12.8,17,10,81,NA,9.5,12,27.8,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-05-10",1,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-11-10",1,"Habil","Normal Trafico","No",10,13.4,20,9,84,1.02,9.2,7.6,29.4,0,1,0,1,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-12-11",1,"Habil","Moderado Trafico","No",11,12.9,17.8,11,86,1.02,7.7,5.6,11.1,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-08-13",1,"Habil","Normal Trafico","No",13,14.1,19,10,66,0,11.1,13.9,25.9,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-05-14",1,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-08-14",1,"Habil","Normal Trafico","No",14,13.8,19.4,9.7,64,0,11.3,14.8,31.7,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-01-15",1,"Habil","Moderado Trafico","No",15,13.1,20,5.9,70,0,10.1,8.3,18.3,46.5,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-05-16",1,"VisperaDescanso","Normal Trafico","No",16,13.4,19.8,8.3,84,11.94,11.7,7.6,18.3,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-06-16",1,"Habil","Bajo Trafico","No",16,14.3,19,9.5,64,0,11.9,15.4,28.7,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-07-16",1,"Habil","Bajo Trafico","No",16,13.6,17.3,9.8,72,3.05,11.4,12.8,27.8,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-01-20",1,"Habil","Moderado Trafico","No",20,13.2,22,7,69,0,12.4,11.5,22.2,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-09-20",1,"Sabado","Normal Trafico","Amor y Amistad",20,13.8,19,10.8,82,16,10.8,8.3,22.2,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-04-21",1,"Habil","Normal Trafico","No",21,13.5,18.2,8.5,79,0,10.9,9.4,22.2,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-10-21",1,"Habil","Normal Trafico","No",21,14.1,19,9.8,69,0,11.6,10,18.3,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-02-23",1,"DomingoFestivo","Normal Trafico","No",23,14.1,20,8.7,77,2.03,9.3,8.1,25.9,0,1,0,1,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-08-24",1,"DomingoFestivo","Normal Trafico","No",24,14.3,20,8.5,70,0.25,12.2,8,18.3,33.5,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-09-24",1,"Habil","Normal Trafico","No",24,12.9,20.6,5,72,0,11.6,8.1,18.3,0,0,0,0,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-03-25",1,"Habil","Normal Trafico","No",25,14.5,19,11,77,4.06,11.6,9.4,14.8,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-12-26",1,"VisperaDescanso","Bajo Trafico","No",26,12.9,21,4.8,65,0,11.7,10.9,25.9,0,0,0,0,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-03-27",1,"Habil","Normal Trafico","No",27,14.7,19,9,67,0,10.6,12.4,31.7,0,0,0,1,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-07-28",1,"Habil","Moderado Trafico","No",28,14.7,20,10,62,0,12.7,16.7,37,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-10-28",1,"Habil","Normal Trafico","No",28,12.1,20,4,83,0,9.7,7.2,22.2,0,1,0,1,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-11-28",1,"VisperaDescanso","Normal Trafico","No",28,13.2,21,7,74,5.08,10.3,9.3,22.2,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-04-29",1,"Habil","Normal Trafico","No",29,14.7,20.9,11,74,5.08,11.1,10,18.3,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-11-29",1,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-04-30",1,"VisperaDescanso","Normal Trafico","No",30,14.7,21,9.8,71,0.51,12.1,9.4,21.7,0,1,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-03-31",1,"Habil","Normal Trafico","No",31,13,20.7,4.9,74,0,8.5,9.6,24.1,0,0,0,0,1,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
48,"2014-12-31",1,"VisperaDescanso","Bajo Trafico","Año nuevo",31,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12,63,40,0,NA,1721,11071,12165,49193,634,10096
49,"2014-02-01",2,"Sabado","Normal Trafico","No",1,12.4,20.4,3.9,76,0,10.1,11.3,29.4,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-01",2,"Sabado","Normal Trafico","No",1,13.7,18.4,10.6,85,14.99,8.7,8.9,25.9,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-01",2,"Habil","Normal Trafico","No",1,13.4,20.4,6.5,67,0,8.7,10.9,25.9,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-01",1,"Habil","Bajo Trafico","No",1,13.9,19,9,78,NA,11.3,9.3,21.7,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-01",1,"VisperaDescanso","Normal Trafico","No",1,13.7,19.1,8,68,0,11.6,11.1,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-01",2,"Habil","Normal Trafico","No",1,14.4,21,9,60,0,12.7,15.4,37,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-01",1,"Habil","Normal Trafico","No",1,13.6,19.4,8,64,0,11.7,15.4,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-01-02",1,"Habil","Bajo Trafico","No",2,12.8,21.3,4.6,72,0,11.9,12.4,28.7,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-02",1,"DomingoFestivo","Normal Trafico","No",2,12.9,24,7,78,0,9.8,10.2,25.9,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-02",2,"Habil","Normal Trafico","No",2,14.7,20,11,67,0,9.8,12.8,27.8,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-02",3,"VisperaDescanso","Normal Trafico","No",2,15.2,20.2,11.7,73,1.02,11.6,7.8,24.1,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-02",1,"FestivoEntreSemana","Moderado Trafico","No",2,15.1,20,12,75,0,11.6,9.6,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-02",3,"Habil","Bajo Trafico","No",2,14.8,20,10.1,72,3.05,11.4,13.9,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-02",2,"Habil","Normal Trafico","No",2,12.8,20.5,6.9,75,0,12.1,9.4,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-02",2,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-02",1,"DomingoFestivo","Moderado Trafico","No",2,13.9,21,7.6,75,0.76,11.3,8.1,18.3,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-02",1,"Habil","Moderado Trafico","No",2,13.8,19.4,8.9,67,0,12.1,13.7,29.4,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-01-03",1,"VisperaDescanso","Bajo Trafico","No",3,14.1,21.3,6,69,0,11.7,12,25.9,27.8,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-03",2,"Habil","Normal Trafico","No",3,13.1,18.4,7.5,82,0.76,7.9,9.6,25.9,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-03",3,"Habil","Normal Trafico","No",3,14.7,20,11,75,0,10.8,12,25.9,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-03",1,"Sabado","Normal Trafico","No",3,14.6,22,9,62,0,12.1,11.5,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-03",5,"Habil","Moderado Trafico","No",3,14.1,19,7,73,0,10.9,8.5,18.3,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-03",3,"Habil","Bajo Trafico","No",3,14.4,20.1,8.8,65,0,11.7,10.4,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-03",3,"DomingoFestivo","Normal Trafico","No",3,12.7,18,9,70,0,10,13.5,37,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-03",3,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-03",2,"VisperaDescanso","Normal Trafico","No",3,14.1,18.4,9,69,0.51,12.4,11.9,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-01-04",1,"Sabado","Bajo Trafico","No",4,13.5,20.3,5.5,73,0,12.7,13,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-04",1,"Habil","Normal Trafico","No",4,14.1,21.4,7.6,73,0,8.5,9.1,27.8,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-04",2,"Habil","Normal Trafico","No",4,13.6,18,9,84,5.08,7.7,8.5,22.2,0,1,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-04",3,"VisperaDescanso","Normal Trafico","No",4,14.5,21,11,76,0.51,9,6.9,18.3,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-04",2,"DomingoFestivo","Normal Trafico","No",4,12.8,21.7,5,71,0,12.2,9.8,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-04",1,"Habil","Moderado Trafico","No",4,15.2,19.4,11,72,0,11.6,10.6,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-04",1,"Habil","Normal Trafico","No",4,12.7,21,5,65,0,10,11.3,33.5,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-04",3,"Sabado","Moderado Trafico","No",4,13.5,20.1,8,75,0,11.6,8.5,22.2,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-04",1,"Habil","Normal Trafico","No",4,13.3,21,6,74,0,11.6,8,25.9,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-04",1,"Habil","Moderado Trafico","No",4,12.2,21,3,70,0,11.7,7,18.3,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-05",2,"Habil","Normal Trafico","No",5,14.3,19,11,81,0.25,9.2,9.1,22.2,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-05",2,"Sabado","Normal Trafico","No",5,14.4,20.6,10.6,76,3.05,10.1,9.8,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-05",1,"Habil","Normal Trafico","No",5,14.7,21,10.6,77,0,11.3,8,24.1,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-05",1,"Sabado","Bajo Trafico","No",5,14.2,19.9,10,72,0.76,11.9,10.4,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-05",1,"Habil","Normal Trafico","No",5,12.8,20.6,7,69,NA,10.6,11.1,27.8,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-05",1,"VisperaDescanso","Normal Trafico","No",5,12.4,18.1,5,72,0.51,11.6,7.8,20.6,0,1,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-05",2,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,0,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-05",1,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-05",1,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-06",2,"DomingoFestivo","Normal Trafico","No",6,14.7,19.3,9,67,0,10.9,13,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-06",1,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-06",1,"DomingoFestivo","Bajo Trafico","No",6,13.8,19.2,10,73,0,12.4,12.6,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-06",1,"VisperaDescanso","Normal Trafico","No",6,13.8,17,9.2,70,0,10.6,15,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-01-07",2,"Habil","Bajo Trafico","No",7,13.4,18,10,85,1.02,8,7.6,18.3,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-07",1,"VisperaDescanso","Normal Trafico","No",7,12.8,20.5,8,78,NA,7.9,8.7,20.6,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-07",1,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-07",3,"Habil","Normal Trafico","No",7,15.4,20,12,69,NA,10.1,11.9,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-07",1,"Sabado","Moderado Trafico","No",7,13.6,17.7,11.7,85,6.1,10.3,10.2,18.3,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-07",1,"Habil","Bajo Trafico","No",7,12.6,17.9,9,83,0.25,10.6,10.4,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-07",1,"VisperaDescanso","Normal Trafico","No",7,14.7,21,11,78,0.25,10.3,8.3,16.5,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-07",1,"DomingoFestivo","Moderado Trafico","No",7,12.3,18,8.9,89,2.03,5.8,5.2,14.8,0,0,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-08",1,"Sabado","Normal Trafico","No",8,14.1,20,10.5,81,11.94,9.2,9.1,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-08",1,"Habil","Normal Trafico","No",8,14.1,19,12,86,2.03,8.2,8.7,22.2,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-08",2,"DomingoFestivo","Moderado Trafico","No",8,14.1,18,10.6,78,1.02,11.1,10,14.8,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-08",3,"Habil","Bajo Trafico","No",8,13.7,18,10,74,3.05,12.2,12.6,25.9,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-08",1,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-08",1,"Habil","Normal Trafico","No",8,13.3,17.6,8.7,66,0,11.1,18,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-08",2,"Habil","Moderado Trafico","No",8,13.8,18,9,81,0,9.3,8.7,18,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-08",2,"Sabado","Normal Trafico","No",8,13.8,20.6,9.8,83,0.25,10.5,8,22.2,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-09",2,"DomingoFestivo","Normal Trafico","No",9,13.7,19.8,7.5,80,0,11.1,9.4,25.9,0,0,0,0,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-09",2,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-09",2,"Habil","Moderado Trafico","No",9,13.8,20,9.8,74,2.03,11.3,10.6,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-09",4,"Habil","Bajo Trafico","No",9,13.2,17.6,9,76,0,10.3,9.3,20.6,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-09",1,"Sabado","Normal Trafico","No",9,12.8,17,10,81,NA,9.5,12,27.8,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-09",2,"Habil","Normal Trafico","No",9,12.6,20,5.6,65,0,12.2,10.9,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-09",2,"Habil","Moderado Trafico","No",9,12.9,17.8,11,86,11.94,8.7,6.5,18.3,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-09",1,"DomingoFestivo","Normal Trafico","No",9,14.5,19,11,81,4.06,9.7,8,22.2,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-10",1,"Habil","Normal Trafico","No",10,13.9,21,8,70,14.99,11.6,11.3,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-10",2,"Habil","Normal Trafico","No",10,13.6,19,7,77,0,10.3,10.4,28.7,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-10",1,"Habil","Normal Trafico","No",10,14.2,20.2,9,65,0,12.4,13.5,24.1,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-10",2,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-10",1,"Habil","Normal Trafico","No",10,13,19.5,5,68,0,12.1,8.7,14.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-10",3,"VisperaDescanso","Moderado Trafico","No",10,13.2,17.1,10,80,0,9.7,6.1,18.3,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-10",3,"Habil","Normal Trafico","No",10,13.4,20,9,84,1.02,9.2,7.6,29.4,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-10",2,"Habil","Moderado Trafico","No",10,13.3,18,10,85,13.97,7.7,8.1,18.3,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-01-11",1,"Sabado","Bajo Trafico","No",11,14.2,21,9.6,70,0,9.5,9.8,32.4,0,0,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-11",2,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-11",2,"DomingoFestivo","Normal Trafico","Día de la madre",11,14,18.2,11,87,0,9,9.6,27.8,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-11",2,"Habil","Moderado Trafico","No",11,14.1,20,8,71,0,11.3,12.2,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-11",2,"VisperaDescanso","Bajo Trafico","No",11,14.1,19,9,72,0,11.9,14.4,29.4,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-11",1,"Habil","Normal Trafico","No",11,14.3,19,9,68,0,10,14.4,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-11",1,"Habil","Normal Trafico","No",11,14.3,20,11,80,37.08,9.8,8.7,25.9,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-12",4,"Habil","Normal Trafico","No",12,13.6,21,6.8,71,NA,11.6,9.3,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-12",1,"Habil","Normal Trafico","No",12,14.9,20,11.8,81,NA,7.7,9.3,29.4,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-12",4,"Sabado","Moderado Trafico","No",12,13.8,19,9.6,68,0,12.1,13.5,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-12",2,"Habil","Normal Trafico","No",12,14.3,20,11,84,32,7.7,6.5,25.9,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-12",1,"Habil","Moderado Trafico","No",12,14.3,19.6,9,70,0,12.7,13.1,22.2,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-12",1,"Sabado","Bajo Trafico","No",12,12.7,18.8,11,78,0.76,11.6,8,20.6,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-12",2,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-12",1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-10-12",1,"DomingoFestivo","Moderado Trafico","No",12,13.9,20,10.5,75,0,10.9,8.9,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-12",3,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-13",2,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-13",2,"Habil","Normal Trafico","No",13,14.1,20,10,83,19.05,6.6,9.6,24.1,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-04-13",2,"DomingoFestivo","Moderado Trafico","No",13,13.1,20,6,68,0,12.2,12.6,25.9,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-13",3,"VisperaDescanso","Moderado Trafico","No",13,14.3,20,9,72,0,12.2,11.9,27.8,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-07-13",3,"DomingoFestivo","Bajo Trafico","No",13,11.9,14,10,82,0,10,8.9,11.1,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-08-13",2,"Habil","Normal Trafico","No",13,14.1,19,10,66,0,11.1,13.9,25.9,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-09-13",1,"Sabado","Normal Trafico","No",13,14.3,18.3,10.4,71,2.03,11.6,12.4,28.7,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-11-13",3,"Habil","Normal Trafico","No",13,14.2,19,11,78,0,10.9,11.3,29.4,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-12-13",3,"Sabado","Moderado Trafico","No",13,13.4,18.2,8,82,0.51,8.4,10.4,50.4,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-02-14",2,"VisperaDescanso","Normal Trafico","No",14,13.3,20,6.8,76,6.1,10.1,12.2,24.1,0,1,0,1,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-03-14",1,"VisperaDescanso","Normal Trafico","No",14,13.9,19.3,9,82,13.97,7.2,8.7,29.4,0,1,0,1,1,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-05-14",2,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,0,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
49,"2014-06-14",3,"Sabado","Moderado Trafico","Partido Colombia",14,14.2,20,9.6,75,3.05,10.9,10.9,22.2,0,1,0,0,0,8,66,181,127,3,4,4691,42007,57573,215704,4871,28354
