"mgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_m","colegios_count_m","paraderos_count_m","parques_count_m","estaciones_count_m","viasprincipales_count_m","viassecundarias_count_m","viviendas_count_m","hogares_count_m","personas_count_m","comercial_count_m","lotes_count_m"
6,2014-02-08,1,"Sabado","Normal Trafico","No",8,14.9,20,11.8,67,1.02,10.8,11.9,27.8,0,"1","0","0","0",NA,3,2,NA,0,2,13,NA,NA,NA,NA,NA
7,2014-03-21,1,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,"0","0","0","0",NA,4,NA,5,0,NA,10,NA,NA,NA,NA,NA
8,2014-10-14,1,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,"0","0","0","0",NA,13,10,2,0,1,19,NA,NA,NA,NA,NA
8,2014-04-23,1,"Habil","Normal Trafico","No",23,13.8,20,8,80,18.03,10.8,10.2,24.1,0,"1","0","1","0",NA,13,10,2,0,1,19,NA,NA,NA,NA,NA
8,2014-03-26,1,"Habil","Normal Trafico","No",26,13.9,19,9,75,0,10.5,9.3,18.3,0,"0","0","0","0",NA,13,10,2,0,1,19,NA,NA,NA,NA,NA
9,2014-02-03,1,"Habil","Normal Trafico","No",3,13.6,20,7.8,74,0,10.8,10.2,22.2,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-03-05,1,"Habil","Normal Trafico","No",5,14.3,19,11,81,0.25,9.2,9.1,22.2,0,"1","0","1","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-06-07,1,"Sabado","Moderado Trafico","No",7,13.6,17.7,11.7,85,6.1,10.3,10.2,18.3,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-09-07,2,"DomingoFestivo","Normal Trafico","No",7,13.2,18.4,8,72,1.02,11.3,13.1,28.7,40.7,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-05-09,1,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-09-10,1,"Habil","Normal Trafico","No",10,13,19.5,5,68,0,12.1,8.7,14.8,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-07-13,1,"DomingoFestivo","Moderado Trafico","No",13,11.9,14,10,82,0,10,8.9,11.1,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-01-14,1,"Habil","Moderado Trafico","No",14,13.3,19.4,7,71,0,11.4,8.9,18.3,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-08-14,1,"Habil","Normal Trafico","No",14,13.8,19.4,9.7,64,0,11.3,14.8,31.7,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-02-16,1,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,"1","0","0","1",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-06-16,1,"Habil","Moderado Trafico","No",16,14.3,19,9.5,64,0,11.9,15.4,28.7,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-05-19,1,"Habil","Normal Trafico","No",19,13.4,18.7,9,77,0,11.6,10.9,25.9,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-04-20,2,"DomingoFestivo","Bajo Trafico","No",20,14.6,19,10,74,3.05,12.4,10.7,18.3,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-03-21,1,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-09-22,1,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-10-25,1,"Sabado","Normal Trafico","No",25,14.1,20.4,10,82,7.87,10.1,9.1,20.6,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-10-26,1,"DomingoFestivo","Normal Trafico","No",26,13.6,18.3,11,84,8.89,10.5,8.7,25.2,0,"1","0","0","1",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-08-28,1,"Habil","Normal Trafico","No",28,12.9,18,6.5,76,0,10.9,10.9,31.7,0,"1","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-11-29,1,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-03-30,1,"DomingoFestivo","Normal Trafico","No",30,14.2,22.4,5.1,74,0,8,11.3,31.7,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
9,2014-08-30,1,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,"0","0","0","0",NA,3,7,4,0,3,17,NA,NA,NA,NA,NA
10,2014-07-01,1,"Habil","Moderado Trafico","No",1,13.9,19,9,78,NA,11.3,9.3,21.7,0,"1","0","0","0",NA,2,NA,1,0,NA,15,NA,NA,NA,NA,NA
12,2014-02-01,1,"Sabado","Normal Trafico","No",1,12.4,20.4,3.9,76,0,10.1,11.3,29.4,0,"0","0","0","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-02,1,"Sabado","Normal Trafico","No",2,13.8,17,11,72,NA,10,16.7,42.4,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-02,1,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-03,1,"DomingoFestivo","Normal Trafico","No",3,12.7,18,9,70,0,10,13.5,37,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-07-04,1,"VisperaDescanso","Moderado Trafico","Partido Colombia",4,13.7,20,8,71,NA,12.4,11.9,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-02-05,1,"Habil","Normal Trafico","No",5,13.9,21.4,7,74,0,10.6,10.7,28.7,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-06-05,1,"Habil","Moderado Trafico","No",5,14.9,20,9.9,72,NA,11.6,11.5,29.4,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-05,1,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,"0","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-06-06,1,"VisperaDescanso","Moderado Trafico","No",6,14,19.8,10.8,78,0,11.6,9.4,20.6,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-07,1,"DomingoFestivo","Normal Trafico","No",7,13.2,18.4,8,72,1.02,11.3,13.1,28.7,40.7,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-08,1,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-05-09,2,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-09,2,"Habil","Normal Trafico","No",9,12.6,20,5.6,65,0,12.2,10.9,22.2,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-09,1,"DomingoFestivo","Normal Trafico","No",9,14.5,19,11,81,4.06,9.7,8,22.2,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-04-11,1,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-11,1,"Habil","Normal Trafico","No",11,14.3,20,11,80,37.08,9.8,8.7,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-12,1,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-12,1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-12,1,"Habil","Normal Trafico","No",12,14.3,19.5,11,77,0,12.1,10,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-12-12,1,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-05-14,1,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-14,1,"DomingoFestivo","Normal Trafico","No",14,14.3,19,10.5,67,3.05,11.1,11.9,27.8,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-14,1,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-06-15,1,"DomingoFestivo","Moderado Trafico","No",15,13.6,19.8,9,74,1.02,11.9,14.6,33.5,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-15,1,"VisperaDescanso","Normal Trafico","No",15,14.8,18,12,58,0,12.4,19.4,32.4,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-15,1,"Sabado","Moderado Trafico","No",15,12.4,19,4.8,80,0.51,9.8,7.2,22.2,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-17,1,"VisperaDescanso","Moderado Trafico","No",17,14.3,20.7,9,68,0,10.5,11.5,28.7,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-04-17,1,"FestivoEntreSemana","Bajo Trafico","No",17,13.8,19.4,10.9,81,18.03,9.7,9.1,20.6,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-17,1,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-17,1,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-18,1,"Sabado","Moderado Trafico","No",18,14.3,19.6,11,68,0,11.6,10.4,18.3,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-19,2,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-06-20,1,"VisperaDescanso","Moderado Trafico","No",20,13.9,18.7,7.9,71,0,12.7,13.9,32.4,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-02-21,2,"VisperaDescanso","Normal Trafico","No",21,13.6,19.1,9,86,0,8.4,6.1,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-03-21,1,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-21,1,"Habil","Normal Trafico","No",21,14.1,19,9.8,69,0,11.6,10,18.3,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-22,1,"Habil","Moderado Trafico","No",22,14.3,19,9.9,76,NA,10.1,9.1,25.9,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-05-22,1,"Habil","Normal Trafico","No",22,15.6,23,9.8,74,10.92,9.3,8,29.4,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-22,1,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-22,1,"Habil","Normal Trafico","No",22,13.7,19,10.8,77,0.76,10.6,8.3,18.3,0,"1","0","1","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-05-24,1,"Sabado","Normal Trafico","No",24,14.9,22,8,64,12.95,10.5,11.9,79.1,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-12-24,1,"VisperaDescanso","Moderado Trafico","Navidad",24,13.1,20.6,7,66,0,12.2,9.8,21.7,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-25,2,"Sabado","Normal Trafico","No",25,14.1,20.4,10,82,7.87,10.1,9.1,20.6,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-05-26,1,"Habil","Normal Trafico","No",26,13.6,19.2,7,71,0,10.9,10.6,25.9,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-09-26,1,"VisperaDescanso","Normal Trafico","No",26,13.3,21,6.3,73,11.94,10.8,8.7,22.2,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-26,1,"DomingoFestivo","Normal Trafico","No",26,13.6,18.3,11,84,8.89,10.5,8.7,25.2,0,"1","0","0","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-12-26,1,"VisperaDescanso","Bajo Trafico","No",26,12.9,21,4.8,65,0,11.7,10.9,25.9,0,"0","0","0","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-27,1,"Habil","Normal Trafico","No",27,13.6,20,6.9,79,0,8.9,10,28.7,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-02-27,1,"Habil","Normal Trafico","No",27,14.3,18.8,10,82,0,10.9,8.9,21.7,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-03-27,1,"Habil","Normal Trafico","No",27,14.7,19,9,67,0,10.6,12.4,31.7,0,"0","0","1","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-27,1,"Habil","Normal Trafico","No",27,13.9,19,9.7,79,8.89,10.6,6.5,18.3,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-27,1,"Habil","Normal Trafico","No",27,13.2,19.6,7,82,0.25,9.8,7.4,20.6,0,"1","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-28,1,"Habil","Normal Trafico","No",28,13.2,20,8.9,74,NA,11.1,9.1,22.2,0,"1","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-02-28,2,"VisperaDescanso","Normal Trafico","No",28,13.2,18.4,10.9,89,2.03,8.5,9.3,39.6,0,"1","0","0","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-07-29,1,"Habil","Moderado Trafico","No",29,13.5,20,8,61,0,12.1,17,33.5,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-29,1,"VisperaDescanso","Normal Trafico","No",29,13.4,19,6.5,66,0,11.7,17.2,37,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-11-29,1,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-01-30,1,"Habil","Normal Trafico","No",30,14.2,20,10,75,0,10.5,8.5,25.9,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-08-30,1,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-30,1,"Habil","Normal Trafico","No",30,13,20,6.8,80,0,8.5,8.5,18.3,0,"0","0","1","1",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-12-30,1,"Habil","Bajo Trafico","No",30,13.4,20.4,4,65,0,12.4,12.8,25.9,27.8,"0","0","0","0",NA,NA,4,4,0,2,38,56,54,206,55,60
12,2014-10-31,1,"VisperaDescanso","Normal Trafico","Halloween",31,14.4,19.2,9,75,0.25,9.7,8.5,22.2,0,"1","0","0","1",NA,NA,4,4,0,2,38,56,54,206,55,60
13,2014-07-09,1,"Habil","Moderado Trafico","No",9,13.2,17.6,9,76,0,10.3,9.3,20.6,0,"1","0","0","0",NA,1,NA,3,0,1,52,NA,NA,NA,NA,NA
13,2014-03-21,1,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,"0","0","0","0",NA,1,NA,3,0,1,52,NA,NA,NA,NA,NA
13,2014-11-22,1,"Sabado","Normal Trafico","No",22,12.6,20,7.7,83,0.76,6.9,7.6,29.4,0,"1","0","1","1",NA,1,NA,3,0,1,52,NA,NA,NA,NA,NA
14,2014-07-01,2,"Habil","Moderado Trafico","No",1,13.9,19,9,78,NA,11.3,9.3,21.7,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-01,1,"Habil","Moderado Trafico","No",1,14.2,19.2,10,70,0,12.1,13.1,25.2,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-10-02,1,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-01-03,1,"VisperaDescanso","Bajo Trafico","No",3,14.1,21.3,6,69,0,11.7,12,25.9,27.8,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-04-03,1,"Habil","Normal Trafico","No",3,14.7,20,11,75,0,10.8,12,25.9,0,"0","0","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-05-03,1,"Sabado","Normal Trafico","No",3,14.6,22,9,62,0,12.1,11.5,22.2,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-11-05,1,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,"0","0","0","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-03-07,1,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,"1","0","1","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-07-10,1,"Habil","Moderado Trafico","No",10,13.3,19,9,75,2.03,11.6,12,25.9,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-10,1,"Habil","Moderado Trafico","No",10,13.3,18,10,85,13.97,7.7,8.1,18.3,0,"1","0","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-04-11,1,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-11,1,"Habil","Moderado Trafico","No",11,12.9,17.8,11,86,1.02,7.7,5.6,11.1,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-06-12,1,"Habil","Moderado Trafico","No",12,14.3,19.6,9,70,0,12.7,13.1,22.2,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-01-13,1,"Habil","Moderado Trafico","No",13,13.2,19.6,6.8,76,0,9.3,10,25.9,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-04-13,1,"DomingoFestivo","Moderado Trafico","No",13,13.1,20,6,68,0,12.2,12.6,25.9,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-06-14,1,"Sabado","Moderado Trafico","Partido Colombia",14,14.2,20,9.6,75,3.05,10.9,10.9,22.2,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-07-14,1,"Habil","Moderado Trafico","No",14,12.9,16.2,10,77,6.1,9.3,13,33.5,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-10-15,1,"Habil","Normal Trafico","No",15,14,19.8,9,69,0,11.7,11.7,27.8,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-11-15,1,"Sabado","Moderado Trafico","No",15,12.4,19,4.8,80,0.51,9.8,7.2,22.2,0,"1","0","1","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-08-16,1,"Sabado","Moderado Trafico","No",16,13.9,19,9.4,67,0,12.2,14.4,29.4,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-11-16,1,"DomingoFestivo","Moderado Trafico","No",16,12.8,18.5,10,83,0,11.4,9.1,20.6,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-17,1,"Habil","Moderado Trafico","Novenas",17,13.7,20.4,8,78,0,7.4,8.7,18.3,0,"0","0","0","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-09-18,1,"Habil","Normal Trafico","No",18,13.8,19.9,10.5,80,0.76,10.6,8.1,18.3,0,"1","0","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-10-18,2,"Sabado","Normal Trafico","No",18,13.9,17,10.9,77,0,11.6,9.3,27.8,0,"1","0","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-06-20,1,"VisperaDescanso","Moderado Trafico","No",20,13.9,18.7,7.9,71,0,12.7,13.9,32.4,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-08-21,1,"Habil","Normal Trafico","No",21,13.3,19.4,7.9,74,0,10.9,8,22.2,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-08-22,1,"VisperaDescanso","Normal Trafico","No",22,12.9,20,7,74,NA,11.4,9.6,22.2,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-03-23,1,"DomingoFestivo","Moderado Trafico","No",23,14.8,21,9.7,67,0,11.7,10.9,18,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-01-24,1,"VisperaDescanso","Moderado Trafico","No",24,12,21,2.8,74,0,9.7,9.1,25.9,0,"0","0","0","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-03-24,1,"FestivoEntreSemana","Moderado Trafico","No",24,13.6,20,8,75,NA,10.9,7.8,25.9,0,"1","0","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-07-24,1,"Habil","Moderado Trafico","No",24,13.7,19,9.7,75,1.02,11.6,13.1,33.5,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-10-24,1,"VisperaDescanso","Normal Trafico","No",24,13.1,20.4,7,80,0,10.8,7,18,0,"1","1","1","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-07-25,1,"VisperaDescanso","Moderado Trafico","No",25,14.6,20,8.7,63,0.51,11.6,14.3,33.5,0,"1","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-01-26,1,"DomingoFestivo","Moderado Trafico","No",26,13.3,19.7,8,83,0,8.9,9.8,18.3,0,"1","0","0","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-10-28,1,"Habil","Normal Trafico","No",28,12.1,20,4,83,0,9.7,7.2,22.2,0,"1","0","1","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-08-29,1,"VisperaDescanso","Normal Trafico","No",29,13.4,19,6.5,66,0,11.7,17.2,37,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-29,1,"Habil","Bajo Trafico","No",29,12.4,20.4,4.9,61,0,11.7,11.9,24.1,0,"0","0","0","1",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-30,1,"Habil","Bajo Trafico","No",30,13.4,20.4,4,65,0,12.4,12.8,25.9,27.8,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
14,2014-12-31,2,"VisperaDescanso","Bajo Trafico","Año nuevo",31,NA,NA,NA,NA,NA,NA,NA,NA,0,"0","0","0","0",NA,11,1,NA,0,1,58,831,767,3130,15,289
15,2014-02-01,1,"Sabado","Normal Trafico","No",1,12.4,20.4,3.9,76,0,10.1,11.3,29.4,0,"0","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-04-01,1,"Habil","Normal Trafico","No",1,13.4,20.4,6.5,67,0,8.7,10.9,25.9,0,"0","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-05-02,1,"VisperaDescanso","Normal Trafico","No",2,15.2,20.2,11.7,73,1.02,11.6,7.8,24.1,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-03,1,"Habil","Normal Trafico","No",3,13.4,18,7,70,0.25,11.6,8.5,22.2,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-12-03,1,"Habil","Moderado Trafico","No",3,14.2,19.3,8,63,0,12.1,9.6,22.2,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-01-04,1,"Sabado","Bajo Trafico","No",4,13.5,20.3,5.5,73,0,12.7,13,25.9,0,"0","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-03-04,1,"Habil","Normal Trafico","No",4,13.6,18,9,84,5.08,7.7,8.5,22.2,0,"1","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-07-04,1,"VisperaDescanso","Moderado Trafico","Partido Colombia",4,13.7,20,8,71,NA,12.4,11.9,25.9,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-04,1,"Habil","Normal Trafico","No",4,13.7,18.4,9,69,0,10.6,13.7,28.7,0,"1","0","0","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-01-05,1,"DomingoFestivo","Bajo Trafico","No",5,13.4,22,7.6,74,NA,12.2,12.6,27.8,0,"1","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-09-05,1,"VisperaDescanso","Normal Trafico","No",5,12.4,18.1,5,72,0.51,11.6,7.8,20.6,0,"1","0","0","1",1,6,10,13,3,2,107,5848,5557,18346,200,320
15,2014-12-05,1,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,"0","0","1","0",1,6,10,13,3,2,107,5848,5557,18346,200,320
