"mgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_m","colegios_count_m","paraderos_count_m","parques_count_m","estaciones_count_m","viasprincipales_count_m","viassecundarias_count_m","viviendas_count_m","hogares_count_m","personas_count_m","comercial_count_m","lotes_count_m"
163,2014-01-25,1,"Sabado","Moderado Trafico","No",25,14.5,20.7,8.7,75,1.02,9.7,8.9,25.2,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-08-25,1,"Habil","Normal Trafico","No",25,13.7,20.3,9,74,0,10.3,10,21.7,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-09-25,2,"Habil","Normal Trafico","No",25,14.4,22,8,68,NA,11.9,10.2,18.3,0,"1","0","1","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-04-26,1,"Sabado","Normal Trafico","No",26,14.3,19,10.8,74,0,12.1,9.6,20.6,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-05-26,1,"Habil","Normal Trafico","No",26,13.6,19.2,7,71,0,10.9,10.6,25.9,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-06-26,1,"Habil","Bajo Trafico","No",26,13.4,18,9,68,1.02,11.6,12.4,24.1,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-07-26,1,"Sabado","Moderado Trafico","No",26,14.1,21,9,64,0.25,11.7,13,22.2,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-09-26,1,"VisperaDescanso","Normal Trafico","No",26,13.3,21,6.3,73,11.94,10.8,8.7,22.2,0,"1","0","1","1",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-12-26,1,"VisperaDescanso","Bajo Trafico","No",26,12.9,21,4.8,65,0,11.7,10.9,25.9,0,"0","0","0","1",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-05-27,1,"Habil","Normal Trafico","No",27,13.4,17,9.5,79,0.51,10.1,8.3,18.3,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-09-27,2,"Sabado","Normal Trafico","No",27,13.6,19.6,8,71,0,11.3,10.9,29.4,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-04-29,1,"Habil","Normal Trafico","No",29,14.7,20.9,11,74,5.08,11.1,10,18.3,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-08-29,2,"VisperaDescanso","Normal Trafico","No",29,13.4,19,6.5,66,0,11.7,17.2,37,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-11-29,1,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-01-30,1,"Habil","Normal Trafico","No",30,14.2,20,10,75,0,10.5,8.5,25.9,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-06-30,1,"FestivoEntreSemana","Bajo Trafico","No",30,12.7,18.5,8,78,0.76,12.1,9.6,18.3,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-08-30,2,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-10-30,1,"Habil","Normal Trafico","No",30,13,20,6.8,80,0,8.5,8.5,18.3,0,"0","0","1","1",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-05-31,2,"Sabado","Moderado Trafico","No",31,14.8,20.2,11.7,73,2.03,11.6,10.2,25.2,0,"1","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-07-31,1,"Habil","Moderado Trafico","No",31,14.2,19,9,65,0,12.1,13.3,29.4,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
163,2014-08-31,1,"DomingoFestivo","Normal Trafico","No",31,13.6,19.9,6.5,58,0,12.4,15.4,35.2,0,"0","0","0","0",10,25,35,45,0,3,1012,11636,12677,44746,1729,6678
164,2014-01-01,2,"FestivoEntreSemana","Bajo Trafico","No",1,13.8,21,7.5,62,0,11.9,12.4,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-01,3,"Sabado","Normal Trafico","No",1,12.4,20.4,3.9,76,0,10.1,11.3,29.4,0,"0","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-01,2,"Sabado","Normal Trafico","No",1,13.7,18.4,10.6,85,14.99,8.7,8.9,25.9,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-01,2,"FestivoEntreSemana","Normal Trafico","No",1,14.3,21.4,10,79,0.51,10.9,6.9,13,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-01,1,"Habil","Moderado Trafico","No",1,13.9,19,9,78,NA,11.3,9.3,21.7,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-01,1,"Habil","Normal Trafico","No",1,14.4,21,9,60,0,12.7,15.4,37,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-02,1,"Habil","Bajo Trafico","No",2,12.8,21.3,4.6,72,0,11.9,12.4,28.7,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-02,1,"DomingoFestivo","Normal Trafico","No",2,12.9,24,7,78,0,9.8,10.2,25.9,0,"0","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-02,1,"DomingoFestivo","Normal Trafico","No",2,13.7,18,9,82,3.05,10.5,10,21.7,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-02,1,"Habil","Normal Trafico","No",2,14.7,20,11,67,0,9.8,12.8,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-02,1,"FestivoEntreSemana","Moderado Trafico","No",2,15.1,20,12,75,0,11.6,9.6,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-02,2,"Habil","Moderado Trafico","No",2,14.8,20,10.1,72,3.05,11.4,13.9,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-02,1,"Habil","Normal Trafico","No",2,12.8,20.5,6.9,75,0,12.1,9.4,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-02,1,"Habil","Normal Trafico","No",2,13.8,18.3,9.8,68,0,11.3,14.1,33.5,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-03,1,"Habil","Normal Trafico","No",3,13.6,20,7.8,74,0,10.8,10.2,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-03,2,"Sabado","Normal Trafico","No",3,14.6,22,9,62,0,12.1,11.5,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-03,2,"Habil","Moderado Trafico","No",3,14.1,19,7,73,0,10.9,8.5,18.3,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-03,1,"DomingoFestivo","Normal Trafico","No",3,12.7,18,9,70,0,10,13.5,37,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-03,1,"FestivoEntreSemana","Moderado Trafico","No",3,13.3,20.8,9,75,0,11.3,8.9,14.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-04,2,"Habil","Normal Trafico","No",4,14.1,21.4,7.6,73,0,8.5,9.1,27.8,0,"0","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-04,1,"Habil","Moderado Trafico","No",4,15.2,19.4,11,72,0,11.6,10.6,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-04,1,"Habil","Normal Trafico","No",4,12.7,21,5,65,0,10,11.3,33.5,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-04,2,"Habil","Normal Trafico","No",4,13.7,18.4,9,69,0,10.6,13.7,28.7,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-04,1,"Sabado","Moderado Trafico","No",4,13.5,20.1,8,75,0,11.6,8.5,22.2,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-04,2,"Habil","Moderado Trafico","No",4,12.2,21,3,70,0,11.7,7,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-05,1,"DomingoFestivo","Bajo Trafico","No",5,13.4,22,7.6,74,NA,12.2,12.6,27.8,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-05,1,"Habil","Normal Trafico","No",5,13.9,21.4,7,74,0,10.6,10.7,28.7,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-05,1,"Habil","Normal Trafico","No",5,14.3,19,11,81,0.25,9.2,9.1,22.2,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-05,1,"Sabado","Normal Trafico","No",5,14.4,20.6,10.6,76,3.05,10.1,9.8,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-05,3,"Habil","Normal Trafico","No",5,14.7,21,10.6,77,0,11.3,8,24.1,0,"0","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-05,1,"Habil","Moderado Trafico","No",5,14.9,20,9.9,72,NA,11.6,11.5,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-05,2,"Sabado","Moderado Trafico","No",5,14.2,19.9,10,72,0.76,11.9,10.4,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-05,2,"VisperaDescanso","Normal Trafico","No",5,12.4,18.1,5,72,0.51,11.6,7.8,20.6,0,"1","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-05,2,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,"0","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-05,1,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,"0","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-06,2,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,"0","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-06,1,"VisperaDescanso","Moderado Trafico","No",6,14,19.8,10.8,78,0,11.6,9.4,20.6,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-06,1,"VisperaDescanso","Normal Trafico","No",6,13.8,17,9.2,70,0,10.6,15,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-06,1,"Habil","Normal Trafico","No",6,14.3,19,11,82,0,8.5,8,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-07,1,"VisperaDescanso","Normal Trafico","No",7,12.8,20.5,8,78,NA,7.9,8.7,20.6,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-07,1,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-07,1,"Habil","Normal Trafico","No",7,15.4,20,12,69,NA,10.1,11.9,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-07,1,"Sabado","Moderado Trafico","No",7,13.6,17.7,11.7,85,6.1,10.3,10.2,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-07,1,"FestivoEntreSemana","Normal Trafico","No",7,14.4,18,9,64,0,10.6,15,27.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-07,2,"Habil","Moderado Trafico","No",7,14.5,19.9,11,79,0.25,10.8,9.3,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-07,1,"DomingoFestivo","Bajo Trafico","No",7,12.3,18,8.9,89,2.03,5.8,5.2,14.8,0,"0","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-08,1,"Habil","Normal Trafico","No",8,14.9,19,11.7,72,0.25,10.3,10.9,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-08,2,"Habil","Normal Trafico","No",8,14.1,19,12,86,2.03,8.2,8.7,22.2,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-08,1,"Habil","Normal Trafico","No",8,13.3,17.6,8.7,66,0,11.1,18,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-08,1,"Sabado","Normal Trafico","No",8,13.8,20.6,9.8,83,0.25,10.5,8,22.2,0,"0","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-09,2,"Habil","Bajo Trafico","No",9,12.9,18.4,8.5,84,39.12,10.9,8.7,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-09,2,"DomingoFestivo","Normal Trafico","No",9,12.6,20,5.2,76,0,11.4,7.2,22.2,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-09,2,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-09,1,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-09,3,"Habil","Moderado Trafico","No",9,13.8,20,9.8,74,2.03,11.3,10.6,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-09,1,"Habil","Moderado Trafico","No",9,12.9,17.8,11,86,11.94,8.7,6.5,18.3,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-09,3,"Habil","Moderado Trafico","No",9,13.4,18.8,10.7,84,0.51,9.8,7.6,13,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-10,1,"Habil","Normal Trafico","No",10,14.2,20.2,9,65,0,12.4,13.5,24.1,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-10,1,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-10,2,"Habil","Moderado Trafico","No",10,14.3,19.5,11,72,0,12.2,14.6,29.4,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-10,1,"DomingoFestivo","Normal Trafico","No",10,13.6,18,9,73,NA,10.1,9.6,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-10,2,"VisperaDescanso","Moderado Trafico","No",10,13.2,17.1,10,80,0,9.7,6.1,18.3,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-11,3,"Habil","Normal Trafico","No",11,15.3,21,10.7,63,0,11.1,10.9,20.6,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-11,3,"DomingoFestivo","Normal Trafico","Día de la madre",11,14,18.2,11,87,0,9,9.6,27.8,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-11,1,"Habil","Moderado Trafico","No",11,14.1,20,8,71,0,11.3,12.2,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-11,1,"Habil","Normal Trafico","No",11,14.3,19,9,68,0,10,14.4,27.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-11,1,"Habil","Normal Trafico","No",11,13.9,19.3,9.3,76,0,11.1,9.3,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-11,1,"Habil","Moderado Trafico","No",11,12.9,17.8,11,86,1.02,7.7,5.6,11.1,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-12,1,"DomingoFestivo","Bajo Trafico","No",12,13.9,20,9.6,79,0,8.4,10,29.4,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-12,3,"Habil","Normal Trafico","No",12,14.9,20,11.8,81,NA,7.7,9.3,29.4,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-12,1,"Sabado","Moderado Trafico","No",12,13.8,19,9.6,68,0,12.1,13.5,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-12,2,"Sabado","Moderado Trafico","No",12,12.7,18.8,11,78,0.76,11.6,8,20.6,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-12,2,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-12,1,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-12,1,"DomingoFestivo","Moderado Trafico","No",12,13.9,20,10.5,75,0,10.9,8.9,27.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-12,1,"Habil","Normal Trafico","No",12,14.3,19.5,11,77,0,12.1,10,25.9,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-12,1,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-13,2,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-13,1,"DomingoFestivo","Moderado Trafico","No",13,13.1,20,6,68,0,12.2,12.6,25.9,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-13,3,"VisperaDescanso","Moderado Trafico","No",13,14.3,20,9,72,0,12.2,11.9,27.8,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-13,2,"Habil","Normal Trafico","No",13,14.1,19,10,66,0,11.1,13.9,25.9,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-13,2,"Sabado","Moderado Trafico","No",13,13.4,18.2,8,82,0.51,8.4,10.4,50.4,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-14,1,"Habil","Moderado Trafico","No",14,13.3,19.4,7,71,0,11.4,8.9,18.3,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-14,1,"Habil","Moderado Trafico","No",14,13.8,22,7,70,0,10.5,10.2,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-14,2,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-14,1,"Habil","Moderado Trafico","No",14,12.9,16.2,10,77,6.1,9.3,13,33.5,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-14,1,"DomingoFestivo","Normal Trafico","No",14,14.3,19,10.5,67,3.05,11.1,11.9,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-14,1,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-14,1,"VisperaDescanso","Normal Trafico","No",14,13.9,19,9.8,75,0,11.4,11.7,28.7,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-14,1,"DomingoFestivo","Moderado Trafico","No",14,13.3,18,10.4,85,14.99,8.5,8,25.9,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-15,3,"Habil","Moderado Trafico","No",15,13.1,20,5.9,70,0,10.1,8.3,18.3,46.5,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-15,1,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-15,1,"Sabado","Normal Trafico","No",15,14,18,12,87,0,6,8.5,22.2,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-15,1,"Habil","Moderado Trafico","No",15,13.7,21.5,11.6,82,3.05,9.3,6.7,14.8,0,"1","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-15,1,"VisperaDescanso","Normal Trafico","No",15,14.8,18,12,58,0,12.4,19.4,32.4,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-10-15,1,"Habil","Normal Trafico","No",15,14,19.8,9,69,0,11.7,11.7,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-16,1,"Habil","Moderado Trafico","No",16,13.3,21,7,74,0,10,8.5,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-16,2,"VisperaDescanso","Moderado Trafico","No",16,14.2,18.4,10,81,3.05,10.1,7.4,22.2,0,"1","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-07-16,1,"Habil","Moderado Trafico","No",16,13.6,17.3,9.8,72,3.05,11.4,12.8,27.8,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-16,1,"Sabado","Moderado Trafico","No",16,13.9,19,9.4,67,0,12.2,14.4,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-16,2,"Habil","Normal Trafico","No",16,13.1,18.6,6,66,0,12.2,10.7,24.1,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-16,3,"Habil","Moderado Trafico","Novenas",16,14.8,19.5,10,77,0.51,10,9.3,22.2,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-17,3,"VisperaDescanso","Moderado Trafico","No",17,14.3,20.7,9,68,0,10.5,11.5,28.7,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-17,3,"Habil","Normal Trafico","No",17,12.9,20.8,7,80,2.03,9,8.9,22.2,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-04-17,1,"FestivoEntreSemana","Bajo Trafico","No",17,13.8,19.4,10.9,81,18.03,9.7,9.1,20.6,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-05-17,1,"Sabado","Normal Trafico","No",17,13.8,18,11,84,0.51,10.1,7.4,22.2,0,"1","0","0","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-17,1,"Habil","Moderado Trafico","Día del padre",17,13.6,18.5,10,70,0,11.4,14.4,29.4,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-17,1,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-18,1,"Sabado","Moderado Trafico","No",18,14.3,19.6,11,68,0,11.6,10.4,18.3,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-02-18,2,"Habil","Normal Trafico","No",18,14.6,20,9.6,77,1.02,8.7,9.6,25.9,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-03-18,2,"Habil","Normal Trafico","No",18,14.7,21,10,70,0,10.9,12,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-18,1,"FestivoEntreSemana","Moderado Trafico","No",18,14.1,19.3,9.7,69,0.25,11.7,16.1,28.7,40.7,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-18,2,"Habil","Normal Trafico","No",18,13.8,19.9,10.5,80,0.76,10.6,8.1,18.3,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-12-18,1,"Habil","Moderado Trafico","Novenas",18,13.2,21,6.9,79,0,7.2,7,22.2,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-19,1,"DomingoFestivo","Moderado Trafico","No",19,15.1,20,11,67,0.25,11.9,11.3,32.4,33.5,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-06-19,2,"Habil","Moderado Trafico","Partido Colombia",19,14.1,19,9.7,73,0.25,10.9,14.8,28.7,0,"1","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-08-19,2,"Habil","Normal Trafico","No",19,13.4,19.3,10.5,69,0,11.9,16.1,33.5,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-09-19,1,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,"1","0","1","1",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-11-19,1,"Habil","Normal Trafico","No",19,14.1,19.8,11,79,2.03,10.3,8.7,22.2,0,"1","0","1","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
164,2014-01-20,1,"Habil","Moderado Trafico","No",20,13.2,22,7,69,0,12.4,11.5,22.2,0,"0","0","0","0",31,32,62,15,3,4,849,10829,11543,38698,4846,6429
