VIVIENDAS,HOGAR,PERSONA,Comercial,Lotes,Longitud,Latitud
8,8,24,19,12,-74.05747263,4.670335799
44,42,145,5,20,-74.0574688,4.757643528
17,16,56,6,17,-74.05746188,4.695279072
23,23,80,0,22,-74.05746129,4.711055727
133,135,452,13,43,-74.05746091,4.743304488
58,58,177,25,22,-74.0574573,4.715607583
149,144,399,15,17,-74.05743545,4.721343783
15,17,76,0,7,-74.05743446,4.625799252
13,13,49,0,10,-74.05743005,4.633083486
3,7,21,0,9,-74.05741982,4.633561485
43,48,155,5,28,-74.05741445,4.723914516
98,94,257,7,10,-74.05740537,4.680834408
19,19,76,0,16,-74.05737572,4.730501625
8,8,31,0,31,-74.05736725,4.690038304
7,7,21,6,16,-74.05736369,4.649771937
29,28,74,16,16,-74.05736319,4.652269041
45,51,118,11,24,-74.0573631,4.644897952
20,20,94,0,12,-74.05736209,4.631996059
212,212,665,0,1,-74.05735672,4.708073613
7,6,22,22,11,-74.05733249,4.663961857
84,76,150,19,27,-74.05733211,4.66100308
29,39,164,6,19,-74.05733146,4.713929164
26,23,82,0,12,-74.05731372,4.759227577
12,18,59,0,8,-74.05729734,4.632314057
5,5,19,7,5,-74.05729676,4.70487158
13,16,59,0,12,-74.05729465,4.631552599
18,20,43,0,8,-74.05729354,4.641955249
50,50,107,29,17,-74.05728722,4.672032166
35,34,113,0,16,-74.05725712,4.758053597
77,81,189,21,30,-74.05725468,4.648593801
193,197,632,0,1,-74.0572532,4.709040914
17,18,58,0,19,-74.05725153,4.630923077
4,3,12,0,6,-74.0572507,4.728676811
18,18,67,0,8,-74.0572478,4.754679566
50,45,114,0,2,-74.05724,4.719941086
27,26,56,0,5,-74.05723261,4.676252439
89,88,129,94,11,-74.05721442,4.658288861
140,135,395,0,8,-74.05720992,4.733383437
17,19,88,0,11,-74.05720437,4.633895245
55,61,185,10,19,-74.0571933,4.714751346
72,69,153,41,23,-74.05718363,4.653724248
211,213,728,18,53,-74.05717456,4.745469356
32,31,101,25,23,-74.05714629,4.691350933
72,72,206,5,12,-74.05712923,4.682459254
21,21,54,27,10,-74.05712807,4.662871953
23,23,90,0,10,-74.05711574,4.755114946
52,64,234,0,30,-74.05711424,4.716487007
13,13,44,5,8,-74.05710724,4.745973668
20,20,44,30,18,-74.05710082,4.667097934
12,14,56,0,7,-74.05709632,4.632504459
34,34,77,6,13,-74.05708981,4.703654087
28,28,96,0,17,-74.05707509,4.724481313
168,162,475,11,2,-74.05707442,4.729743237
30,27,94,5,14,-74.05705641,4.759599289
23,26,68,6,29,-74.05705357,4.645492045
56,59,190,19,22,-74.05704952,4.715568054
24,23,93,9,25,-74.05704887,4.732269198
564,552,1694,14,4,-74.05704007,4.697561369
46,46,163,5,22,-74.05703328,4.722415839
32,26,64,53,20,-74.05701923,4.669922371
8,8,26,8,9,-74.0570067,4.66375392
32,32,95,41,25,-74.05700547,4.665668565
42,44,121,14,17,-74.05700256,4.7042352
12,12,43,0,8,-74.05699688,4.730651679
36,33,128,5,16,-74.05699531,4.758425851
29,30,68,5,19,-74.05697971,4.646194479
26,24,81,17,25,-74.05697279,4.717302201
182,183,468,25,45,-74.0569628,4.70672832
8,10,43,0,11,-74.0569593,4.632873636
172,156,444,8,5,-74.05695901,4.748962216
15,15,64,0,14,-74.05694287,4.63428103
59,52,173,8,34,-74.05693728,4.765407779
17,17,65,0,8,-74.05693667,4.75553074
26,28,123,0,16,-74.05693559,4.633474098
20,22,92,0,18,-74.0569339,4.630805525
28,29,103,15,22,-74.0569302,4.749863229
17,13,45,10,26,-74.05692987,4.692659839
25,25,66,16,13,-74.05692387,4.656812977
99,103,330,17,1,-74.05690386,4.711820869
4,4,14,0,12,-74.05689552,4.63840395
6,5,9,0,1,-74.05689475,4.642630451
63,82,135,6,19,-74.05688681,4.643788083
23,23,55,15,13,-74.05686486,4.684009172
26,27,56,9,21,-74.05685999,4.650494159
17,13,34,0,5,-74.05685603,4.735026109
30,30,78,18,14,-74.05685537,4.671600815
65,67,209,6,21,-74.05685238,4.713049232
29,29,120,0,3,-74.05684051,4.63159313
37,40,127,20,24,-74.05683503,4.718117735
51,63,228,0,40,-74.05683147,4.626839287
20,27,81,0,11,-74.05683096,4.625810791
114,109,294,12,17,-74.05683057,4.678804891
50,47,157,12,25,-74.05682055,4.723023012
20,14,48,8,5,-74.05681489,4.760253411
24,22,81,0,10,-74.05681038,4.755959448
30,33,104,0,26,-74.05680522,4.730241256
8,10,41,0,17,-74.05680414,4.643125797
5,5,19,0,7,-74.05680367,4.693662651
66,66,196,0,15,-74.05680258,4.705415576
27,24,89,0,12,-74.05678046,4.758833241
19,19,57,7,8,-74.05677132,4.724996176
9,10,42,0,9,-74.05676139,4.750536539
57,55,122,16,20,-74.0567543,4.661827078
100,95,223,8,13,-74.0567542,4.673167565
42,35,118,6,18,-74.05675276,4.754636165
43,40,124,10,12,-74.0567399,4.677201015
0,0,0,0,10,-74.05672702,4.696206542
76,78,211,6,2,-74.05671834,4.718923317
37,52,117,0,21,-74.05671555,4.644410772
32,50,149,17,30,-74.05671193,4.713871198
17,14,32,24,9,-74.05670849,4.675539975
72,81,158,5,15,-74.05668626,4.651191508
109,109,248,0,12,-74.05667836,4.706036242
38,40,129,20,20,-74.056661,4.715519766
53,60,121,0,1,-74.05665626,4.642461764
50,53,166,0,5,-74.05664927,4.731454101
11,12,46,0,6,-74.05664024,4.761147261
206,212,481,0,8,-74.0566379,4.699323158
19,19,65,0,8,-74.05663664,4.756380849
18,17,49,0,6,-74.05663427,4.662549805
170,174,349,32,20,-74.05663412,4.65469024
8,8,21,15,19,-74.05663375,4.663493646
49,45,131,12,18,-74.05663354,4.694681473
131,132,266,15,35,-74.05661838,4.649447085
6,6,28,0,9,-74.05661604,4.632066386
16,18,42,9,9,-74.05660934,4.68555529
226,226,588,0,42,-74.05660649,4.721162397
55,55,188,15,22,-74.05660158,4.723639117
29,29,101,6,25,-74.05659995,4.719566816
15,15,43,44,33,-74.05659651,4.66515038
77,105,335,0,38,-74.05658164,4.714685434
25,25,72,0,1,-74.05657516,4.730870151
11,13,46,0,13,-74.05657138,4.632473085
602,579,1658,8,7,-74.05656854,4.736751586
22,25,85,0,21,-74.05654847,4.633238116
22,21,79,0,10,-74.05653964,4.760022292
23,27,111,14,15,-74.05653433,4.719935078
21,19,62,0,18,-74.0565331,4.730549172
91,92,229,0,10,-74.05652902,4.680996504
52,53,192,5,31,-74.05651707,4.702353401
29,27,94,0,10,-74.05650597,4.756815257
20,29,121,0,14,-74.05650113,4.634215002
13,13,36,8,19,-74.05649912,4.645962425
34,29,115,6,14,-74.05648878,4.759185378
136,128,252,0,10,-74.05648016,4.700202126
301,287,885,8,21,-74.05647636,4.751681236
53,51,116,16,21,-74.05647158,4.668301418
107,104,303,11,17,-74.05646958,4.726264342
14,14,46,0,16,-74.05642196,4.626377593
16,16,67,0,9,-74.05641386,4.631446
63,68,221,7,24,-74.05640953,4.720505222
35,44,187,0,31,-74.05639581,4.630775464
28,28,56,45,13,-74.05638815,4.65762453
57,59,214,12,24,-74.05638458,4.724258774
44,53,171,12,19,-74.05634155,4.717248429
55,52,153,79,24,-74.05632228,4.666876664
42,46,125,20,20,-74.05631577,4.716190899
132,127,306,22,17,-74.05630297,4.672756475
28,27,106,0,14,-74.05630051,4.754546274
25,32,111,0,16,-74.05628759,4.712373054
81,77,274,0,36,-74.05627954,4.755576633
32,28,98,7,14,-74.0562791,4.757572313
213,212,583,9,75,-74.05627678,4.701101523
33,36,98,14,16,-74.0562665,4.715471909
11,11,32,23,36,-74.05626025,4.664931882
31,56,158,23,20,-74.05625305,4.716589378
71,71,173,22,15,-74.05622095,4.671540625
44,44,96,29,12,-74.05621281,4.687844949
51,52,160,7,28,-74.0562044,4.72212139
16,16,66,5,16,-74.05619495,4.724816955
63,60,173,6,13,-74.05618182,4.75290536
26,24,91,7,12,-74.05616609,4.759773696
78,76,176,15,21,-74.05614967,4.651596989
76,77,192,11,18,-74.05614885,4.702852219
6,6,26,0,5,-74.05614125,4.633908639
110,112,323,15,26,-74.05613846,4.704712583
24,24,91,7,24,-74.05613435,4.709464421
85,95,308,7,17,-74.05612596,4.727644353
6,6,14,0,9,-74.05612045,4.645570523
69,69,218,0,8,-74.05611482,4.676676686
22,24,75,0,13,-74.05610553,4.71205201
26,25,99,8,28,-74.05610442,4.710074873
5,5,17,26,4,-74.05609911,4.674926557
30,37,128,8,13,-74.05609743,4.718885452
13,13,56,0,23,-74.05609631,4.632676685
339,333,983,11,8,-74.0560824,4.738486347
31,31,102,9,9,-74.0560641,4.708884467
74,75,164,6,23,-74.0560563,4.650317457
72,72,160,21,20,-74.05605376,4.681901341
0,0,0,13,7,-74.05604939,4.669887272
26,42,146,7,20,-74.05604618,4.717838816
102,101,238,0,18,-74.0560417,4.703476909
46,46,95,8,10,-74.05602767,4.688969502
136,136,362,13,19,-74.05602524,4.712957016
31,33,96,0,9,-74.05601684,4.64467074
126,128,294,9,44,-74.05601233,4.646558727
66,71,223,9,27,-74.05599442,4.722729902
0,0,0,0,2,-74.05598176,4.769532261
21,21,67,9,28,-74.05598021,4.710806047
50,73,255,18,20,-74.05597898,4.718236604
15,21,86,0,22,-74.05596828,4.625887147
18,18,70,0,16,-74.0559543,4.729519369
3,5,15,0,5,-74.05595417,4.634396932
0,0,0,0,1,-74.05594841,4.65930611
53,68,198,20,22,-74.05594739,4.717208072
125,117,280,6,14,-74.05593477,4.682634212
33,40,146,6,12,-74.05590281,4.712329398
31,30,99,19,20,-74.05590044,4.725571195
13,12,36,16,35,-74.05589861,4.66464857
59,63,194,12,29,-74.05588759,4.713777917
59,57,197,0,2,-74.05588191,4.728679893
6,6,20,0,6,-74.05587159,4.7402303
9,8,19,21,13,-74.0558697,4.66805038
34,32,125,6,14,-74.05586301,4.754402185
72,66,167,0,25,-74.05583673,4.662840468
16,16,24,27,11,-74.05583568,4.656053909
44,42,118,9,12,-74.05581959,4.684239957
17,17,50,9,13,-74.05579949,4.690302306
71,69,146,32,14,-74.05579868,4.671093283
290,309,675,13,31,-74.05578855,4.647692403
31,31,85,7,25,-74.05578419,4.723346692
0,0,0,86,1,-74.05578276,4.685740455
193,207,795,8,22,-74.05577724,4.747869307
4,5,13,0,13,-74.05577049,4.633646894
22,23,84,0,11,-74.0557691,4.645171625
74,109,372,13,40,-74.05576295,4.748161741
76,68,148,5,11,-74.05576281,4.683414566
78,78,140,40,1,-74.05576044,4.698860405
59,65,187,18,28,-74.05574916,4.714602624
101,101,256,5,14,-74.0557383,4.719683697
34,34,106,13,13,-74.05572045,4.705852802
63,62,139,36,15,-74.05570328,4.672657051
37,44,130,12,15,-74.0557032,4.718845655
22,22,74,23,19,-74.05569633,4.679133543
75,87,289,18,30,-74.05568844,4.7485724
48,49,160,0,32,-74.05568633,4.749934613
123,124,251,14,24,-74.05566285,4.649384888
27,27,96,0,24,-74.05565789,4.730005282
108,123,356,33,44,-74.05562261,4.749053305
44,43,175,0,19,-74.05562191,4.764449057
52,64,205,16,31,-74.05561814,4.715418191
52,48,132,12,11,-74.05560754,4.678190156
34,30,110,0,30,-74.05559283,4.730359364
147,147,497,13,45,-74.05559224,4.726346983
23,37,141,0,5,-74.05557793,4.62587016
25,25,91,0,19,-74.05557232,4.723965987
66,64,223,22,41,-74.05556292,4.720813353
57,56,139,12,25,-74.05555478,4.704614942
12,12,50,0,8,-74.05553623,4.729132282
65,68,217,5,8,-74.0555315,4.685028153
59,58,154,10,15,-74.05552254,4.691993477
28,28,87,0,3,-74.05550469,4.730737852
16,15,58,0,8,-74.05549605,4.759215322
78,72,271,0,35,-74.0554926,4.75715471
17,15,31,19,11,-74.05548611,4.65182031
124,122,376,10,15,-74.05548424,4.75090544
27,27,81,0,8,-74.05547917,4.676121608
106,99,202,0,20,-74.05547841,4.6402763
159,155,607,11,7,-74.05547172,4.743664327
105,116,372,17,30,-74.05546671,4.716304729
135,130,338,33,16,-74.05546615,4.652738981
4,4,12,25,18,-74.05546321,4.668883035
90,85,209,0,12,-74.05544102,4.687712814
3,3,5,17,14,-74.05543575,4.666794435
20,20,56,10,17,-74.05542782,4.724567128
24,34,120,0,12,-74.05542679,4.626738777
29,27,98,0,12,-74.05542458,4.754276569
112,113,269,36,27,-74.05541696,4.664307297
60,61,198,0,3,-74.05537876,4.73118714
39,42,123,13,21,-74.05537751,4.721825485
74,72,251,0,37,-74.05536886,4.75812363
54,53,175,13,27,-74.05535215,4.727141643
45,45,167,6,22,-74.05535163,4.711939452
126,110,409,25,64,-74.05534792,4.756259306
36,35,110,25,6,-74.05532989,4.674517068
19,19,57,17,24,-74.05532142,4.717135375
4,4,12,0,7,-74.05531429,4.745242654
47,48,132,10,21,-74.05529864,4.712272043
33,36,134,0,21,-74.05528445,4.64444804
18,18,70,10,17,-74.05528433,4.702431605
34,35,124,0,11,-74.05525627,4.708517409
64,61,125,29,19,-74.05524882,4.672221002
10,14,57,7,9,-74.05524634,4.718799908
128,120,341,5,32,-74.05523593,4.73189273
49,47,105,36,14,-74.0552169,4.679646616
51,50,140,0,6,-74.0552131,4.689033524
20,20,67,0,10,-74.05520403,4.694104163
73,74,191,15,22,-74.05520396,4.712871859
28,28,82,13,21,-74.05519351,4.722426423
40,56,166,18,45,-74.05519323,4.717947472
88,83,215,7,16,-74.0551907,4.650350953
347,342,1117,11,4,-74.05518051,4.747474015
39,40,90,28,20,-74.0551738,4.670983463
77,76,236,6,27,-74.05514826,4.727819382
18,19,68,6,20,-74.05512863,4.714533444
8,10,59,7,24,-74.05509893,4.638616698
163,167,394,6,24,-74.05509409,4.647246422
54,53,135,0,5,-74.05509252,4.676741984
27,26,91,0,11,-74.05508375,4.759004636
57,108,533,0,1,-74.05506652,4.732523493
41,45,129,22,24,-74.05506304,4.713693288
53,47,132,15,7,-74.0550511,4.695046126
33,41,139,17,28,-74.05505043,4.725298306
77,70,153,73,17,-74.05504003,4.653421405
135,135,273,13,29,-74.05502788,4.648931616
53,46,176,0,38,-74.05502787,4.754853728
5,5,11,9,6,-74.05502719,4.675101419
63,62,210,22,27,-74.05502055,4.703983305
9,9,18,32,19,-74.05501504,4.668668117
5,5,20,0,2,-74.055009,4.707777246
69,68,188,27,21,-74.05500423,4.657303521
96,94,289,12,16,-74.05500396,4.66078565
49,61,171,17,22,-74.05499934,4.715347452
3,3,10,0,1,-74.05499518,4.66343077
45,45,135,6,23,-74.05499139,4.72836705
31,30,96,8,12,-74.05498248,4.749493499
99,99,302,7,17,-74.05496517,4.72307055
83,83,248,0,12,-74.054955,4.752155587
16,15,36,22,20,-74.0549462,4.650877072
28,27,109,9,26,-74.05491962,4.755455616
22,27,100,28,28,-74.05491339,4.719593157
3,3,11,0,6,-74.05491156,4.706014515
40,40,139,0,11,-74.05490668,4.74983002
294,285,777,18,19,-74.05490626,4.733297277
124,112,298,6,21,-74.0548728,4.734612106
17,25,75,9,12,-74.05486425,4.718677323
38,38,86,66,16,-74.05485906,4.665469383
56,56,176,0,11,-74.05484038,4.750128343
31,31,77,7,5,-74.05483282,4.682218966
53,55,171,16,27,-74.05480452,4.726121893
0,0,0,70,9,-74.05480005,4.653987986
7,8,30,0,5,-74.05479792,4.644299158
55,106,522,0,1,-74.0547906,4.750360764
34,33,121,0,6,-74.05475536,4.686987161
43,43,135,7,26,-74.05474818,4.714496842
66,82,263,19,38,-74.05474626,4.720623609
22,21,75,0,17,-74.05474056,4.729622084
15,15,48,0,16,-74.05473354,4.708476711
52,52,164,0,14,-74.05472676,4.750627887
8,11,40,0,3,-74.05471441,4.647259127
6,6,10,12,36,-74.05471065,4.667969293
46,48,203,0,18,-74.05470948,4.763790588
17,13,15,13,7,-74.05470472,4.675720062
7,7,26,23,12,-74.05470442,4.680154806
75,72,216,0,11,-74.05470299,4.689695493
145,145,485,12,14,-74.05469065,4.72397926
26,26,95,7,23,-74.05468976,4.643360706
16,15,56,0,6,-74.05468715,4.758777058
16,15,29,34,22,-74.05466127,4.651324353
43,43,133,0,13,-74.05465229,4.750967826
53,44,77,0,3,-74.05464968,4.649841118
13,14,49,0,0,-74.0546438,4.641107086
30,43,143,33,24,-74.05464206,4.716223632
11,12,30,46,13,-74.05462737,4.672105822
77,73,150,0,7,-74.05462677,4.687823857
8,8,30,0,5,-74.0546213,4.711234756
46,43,141,10,12,-74.05461591,4.677677318
32,33,119,0,11,-74.05461455,4.644227943
16,16,64,7,26,-74.05461445,4.709194194
32,32,118,0,30,-74.05460811,4.729236358
26,26,105,0,18,-74.05460509,4.730064042
26,27,71,8,16,-74.05460314,4.715318632
4,4,18,0,8,-74.05459042,4.647300782
59,59,219,16,33,-74.05456747,4.726904763
25,24,76,5,17,-74.05456685,4.721539512
10,10,44,0,0,-74.05456471,4.641458179
48,45,188,0,47,-74.05455378,4.757080938
69,63,175,11,24,-74.05454799,4.693026374
10,10,20,38,22,-74.05453469,4.670314541
120,114,338,0,14,-74.05452967,4.690500082
42,48,107,20,26,-74.054515,4.711962
14,14,50,6,22,-74.05451159,4.709804063
90,93,248,13,26,-74.05450026,4.717044079
38,37,102,0,11,-74.05449783,4.693985618
105,102,220,21,12,-74.05449149,4.674416961
17,17,58,15,11,-74.05448864,4.749530615
42,47,184,0,12,-74.05448512,4.646899699
68,64,115,78,20,-74.05448476,4.664194315
20,20,49,0,2,-74.0544804,4.644951318
23,22,73,0,10,-74.05447165,4.688706329
172,183,563,0,39,-74.05446323,4.646057637
28,26,78,0,10,-74.05446116,4.692233144
461,447,1572,10,2,-74.05445244,4.746392815
9,10,23,0,4,-74.05445088,4.647510239
55,48,195,0,46,-74.05442572,4.758043635
162,153,423,30,23,-74.05441887,4.661648101
36,36,60,0,3,-74.05441232,4.648900363
89,88,244,8,13,-74.05440066,4.658881077
36,46,129,24,20,-74.05439571,4.717665424
26,24,69,26,17,-74.05439,4.69843178
14,17,73,9,24,-74.05438824,4.710534564
93,90,204,6,12,-74.05438478,4.691389312
14,14,44,48,9,-74.05437668,4.654492772
17,19,69,16,22,-74.05437461,4.712785474
42,42,108,10,14,-74.05437005,4.651799792
32,33,71,0,8,-74.05436368,4.676364111
8,8,14,0,1,-74.054362,4.649312086
55,57,165,11,25,-74.05435909,4.72212916
76,75,180,0,11,-74.0543381,4.694965112
28,37,141,16,20,-74.05433383,4.71806893
8,11,37,0,5,-74.05430144,4.646919018
186,190,546,13,45,-74.05428807,4.727862354
5,5,13,0,0,-74.05426996,4.641600869
41,54,169,16,29,-74.05426991,4.725050006
15,16,41,12,12,-74.05426877,4.75394083
31,33,89,9,14,-74.05426511,4.683150538
53,57,218,0,6,-74.05425517,4.640437137
27,34,107,0,10,-74.05424365,4.64755627
25,26,91,16,21,-74.0542395,4.71360261
12,13,54,8,22,-74.05423617,4.718615787
87,114,330,0,18,-74.05422874,4.747689259
61,60,163,11,24,-74.05422148,4.695814797
9,8,15,0,2,-74.05421956,4.649757903
30,31,97,0,28,-74.0542005,4.729800042
24,24,81,5,16,-74.05419844,4.754389457
69,113,328,8,34,-74.05419501,4.74799229
69,126,611,6,12,-74.05419262,4.7548427
40,40,160,0,0,-74.05419004,4.641093861
21,20,58,5,8,-74.05417454,4.758518397
47,54,186,5,24,-74.05417378,4.644125466
82,98,343,9,34,-74.05416504,4.748408515
31,32,109,10,22,-74.0541338,4.722774277
29,27,71,5,4,-74.0541324,4.650335556
64,74,244,26,34,-74.05413196,4.748894005
22,24,92,0,7,-74.05412692,4.638941563
86,89,311,5,30,-74.05412672,4.647339453
28,25,95,8,16,-74.05412646,4.755285482
10,10,28,27,24,-74.05410818,4.665972632
16,15,48,8,17,-74.0541026,4.719533356
25,24,62,0,11,-74.05409967,4.683952082
130,142,408,0,21,-74.05409905,4.714433828
8,8,31,0,14,-74.05408438,4.6466894
58,72,232,10,26,-74.05407713,4.725701522
30,30,113,15,13,-74.05407056,4.749518904
18,18,49,10,8,-74.05406994,4.65295685
181,180,488,5,1,-74.05404805,4.648537478
9,10,25,6,6,-74.05404784,4.682390615
0,0,0,0,1,-74.05404047,4.642313544
244,227,608,58,20,-74.0540392,4.655511172
0,0,0,0,1,-74.05401323,4.64721336
110,104,286,5,9,-74.05399433,4.752254218
34,34,105,57,19,-74.05399289,4.679017427
31,32,67,57,41,-74.05399176,4.671749596
117,115,382,33,77,-74.05398189,4.72865824
73,80,258,19,27,-74.0539655,4.726076461
24,24,64,0,12,-74.0539626,4.684762198
3,3,4,31,17,-74.05396219,4.668014153
51,53,186,24,13,-74.05396105,4.715244902
46,44,123,5,13,-74.05394155,4.652433019
122,122,344,6,11,-74.05393593,4.720441044
91,86,235,18,17,-74.05391592,4.701535146
36,40,135,0,9,-74.05391064,4.647077235
62,57,175,0,4,-74.05390083,4.731127074
47,49,176,0,16,-74.0538975,4.646477052
46,42,152,0,42,-74.05388482,4.729556428
112,110,195,6,5,-74.05388384,4.649296432
18,18,68,34,18,-74.05387668,4.71697909
63,62,242,0,41,-74.05386788,4.755841301
29,30,82,0,10,-74.05386739,4.685582202
0,0,0,0,2,-74.05386513,4.711136071
40,40,111,0,3,-74.05385806,4.687499837
20,24,79,0,3,-74.05385651,4.64747781
136,125,297,11,13,-74.05385572,4.699861813
10,10,39,0,0,-74.05384368,4.641367635
84,81,234,0,4,-74.05384195,4.730392114
210,195,553,6,29,-74.05382523,4.731599206
64,54,201,0,35,-74.05382409,4.756538579
46,49,146,52,26,-74.05381324,4.716135094
33,33,69,29,12,-74.05379206,4.674046379
72,69,181,0,10,-74.05379197,4.693866804
208,193,549,42,22,-74.05379037,4.662517337
7,7,26,0,0,-74.05377836,4.640235576
19,17,70,5,16,-74.0537708,4.721259261
30,28,109,0,22,-74.05377058,4.757554278
18,18,47,24,11,-74.0537621,4.680492994
31,33,115,0,9,-74.05375868,4.646538412
13,15,48,15,18,-74.05375004,4.711877677
16,16,52,0,0,-74.05374202,4.639869758
29,26,57,86,21,-74.05372825,4.669893516
29,39,136,0,8,-74.05371101,4.64746199
143,144,448,19,22,-74.05369411,4.72365213
50,50,101,16,15,-74.05369294,4.65842745
405,389,971,20,14,-74.05368464,4.732255497
49,48,166,0,10,-74.05368087,4.68857148
32,32,126,14,36,-74.05366472,4.75015302
51,50,160,0,8,-74.05363222,4.694844032
13,10,24,25,8,-74.05362437,4.676014154
41,40,133,10,11,-74.05362409,4.677156639
28,26,68,26,12,-74.05361453,4.68679932
14,13,39,15,16,-74.05361024,4.703391535
9,9,30,17,19,-74.05360692,4.712704544
4,4,9,0,2,-74.05359114,4.648424052
29,31,112,0,17,-74.05356868,4.721871486
0,0,0,0,0,-74.05356375,4.641124245
45,42,137,0,42,-74.05354117,4.729481874
61,62,236,27,13,-74.0535391,4.717781289
289,279,712,11,15,-74.05353224,4.733045427
320,281,756,7,9,-74.05352241,4.737087343
175,182,457,18,29,-74.05351187,4.727626907
158,158,408,8,16,-74.05350619,4.734426726
34,43,135,25,27,-74.05349733,4.724782837
0,0,0,0,17,-74.05348715,4.667600596
23,35,116,29,19,-74.0534811,4.716934822
6,6,25,0,2,-74.05348007,4.639455632
153,145,329,0,9,-74.05347244,4.65362911
53,53,79,0,6,-74.05345803,4.6504951
131,133,426,12,12,-74.05345223,4.751901124
6,7,31,5,19,-74.0534361,4.718501675
10,10,36,0,9,-74.05342537,4.641470761
19,18,71,0,14,-74.05341566,4.757194369
3,3,9,0,2,-74.05341491,4.642022572
10,10,21,36,43,-74.05340619,4.671466885
37,36,113,10,8,-74.05339139,4.704714221
99,98,262,21,11,-74.05335776,4.659674423
42,42,127,7,22,-74.0533518,4.722485345
0,0,0,5,1,-74.0533327,4.714341736
16,16,54,0,0,-74.0533306,4.640610823
143,129,247,6,10,-74.05331022,4.656564837
111,107,313,0,13,-74.05330362,4.697789368
21,21,68,0,19,-74.05329268,4.719547193
0,0,0,5,6,-74.05328919,4.675075439
12,13,60,0,4,-74.0532817,4.642269283
75,70,176,53,23,-74.05327694,4.663318178
30,29,73,18,19,-74.05325978,4.678637485
58,56,179,0,10,-74.0532464,4.700765124
146,145,386,6,20,-74.05323749,4.696352576
81,90,291,11,26,-74.0532356,4.725655993
9,10,43,0,1,-74.05323419,4.640034482
64,55,157,71,7,-74.0532299,4.657318498
9,9,33,0,7,-74.05322566,4.64193242
45,43,148,0,41,-74.05319492,4.729409713
83,83,193,0,3,-74.05319095,4.647672746
14,14,25,49,21,-74.05315794,4.668431936
32,33,128,0,1,-74.05314088,4.638764605
79,75,210,0,15,-74.05313703,4.689433781
83,81,201,15,13,-74.0531336,4.72025559
17,19,61,5,20,-74.05312601,4.723112708
54,52,135,0,5,-74.05312173,4.694407925
103,100,256,0,15,-74.05311722,4.69864806
227,227,575,9,11,-74.05308537,4.649791888
20,21,66,19,14,-74.05307817,4.715863195
28,26,88,0,10,-74.05306053,4.701885097
18,18,62,0,5,-74.05305708,4.687547847
36,35,131,0,31,-74.05305707,4.756017867
84,80,235,0,13,-74.05304202,4.690248904
53,53,196,0,2,-74.05303967,4.652199244
65,63,110,16,13,-74.05302127,4.673567147
40,51,164,16,25,-74.05301181,4.726440983
14,17,52,11,15,-74.05301163,4.716241917
15,15,53,0,6,-74.05298041,4.64115039
21,23,77,0,17,-74.05297533,4.757072104
67,65,210,11,20,-74.05297462,4.72097704
29,33,131,0,1,-74.05297108,4.646005456
70,61,112,7,15,-74.05296739,4.683358085
96,90,232,5,7,-74.05296713,4.695364146
43,47,200,0,2,-74.05292285,4.63925801
37,37,119,0,8,-74.05290751,4.688441788
10,9,28,0,2,-74.0529039,4.675747949
19,21,75,28,18,-74.05290377,4.716883689
77,78,231,0,7,-74.0528987,4.681213136
78,71,177,30,15,-74.05289679,4.654962049
68,66,177,0,13,-74.05289294,4.691142447
22,22,86,0,10,-74.05287808,4.641586557
7,6,15,0,1,-74.05285931,4.696887942
46,45,154,5,42,-74.05284824,4.729344579
47,50,176,0,20,-74.05283355,4.750991281
7,9,32,0,0,-74.05281021,4.6404963
150,134,373,0,19,-74.05280826,4.703390689
79,75,172,28,33,-74.052784,4.671263181
30,33,106,18,21,-74.05277349,4.721592792
23,23,95,30,18,-74.05276973,4.717696693
202,178,522,0,10,-74.05275677,4.660408759
58,58,147,0,5,-74.05273565,4.652773847
35,35,137,0,1,-74.05273355,4.642073263
45,59,170,15,33,-74.05272922,4.727399082
84,81,223,0,14,-74.05271786,4.691944074
61,61,128,23,11,-74.05266847,4.685143831
12,13,56,0,0,-74.05264456,4.639461816
8,8,16,48,12,-74.05264401,4.676643286
58,63,212,20,21,-74.05263133,4.724504826
57,55,144,0,14,-74.05262883,4.692702512
38,38,144,9,32,-74.05261376,4.755865101
35,37,141,22,25,-74.05255889,4.722204708
19,18,66,0,14,-74.05255883,4.756886818
46,43,92,41,20,-74.05253686,4.678260858
15,15,59,0,8,-74.05251296,4.759024897
25,24,94,0,24,-74.05249993,4.730913814
76,74,178,0,16,-74.05249717,4.693469064
74,70,204,0,11,-74.05247156,4.700635526
44,43,112,5,8,-74.05246582,4.656033165
43,40,112,20,16,-74.05246377,4.663851223
61,61,160,25,5,-74.05245865,4.672932155
4,3,6,18,1,-74.05245372,4.729208411
214,199,568,17,32,-74.05242497,4.731316063
3,3,10,0,4,-74.05241819,4.639022627
3,3,3,0,4,-74.05241195,4.706016646
47,42,111,0,3,-74.05239458,4.681739618
114,99,288,15,14,-74.05239404,4.658306816
129,140,359,13,27,-74.05237886,4.725399213
142,114,327,50,40,-74.05237595,4.669133433
88,87,200,13,6,-74.05236729,4.720078262
11,11,31,11,9,-74.05235365,4.662011944
25,25,78,6,12,-74.05234476,4.687024324
35,35,134,6,27,-74.05233893,4.722843979
12,13,57,0,1,-74.05233783,4.639993777
33,33,90,0,10,-74.05233484,4.652207949
70,67,169,71,12,-74.05233391,4.704695194
