VIVIENDAS,HOGAR,PERSONA,Comercial,Lotes,Longitud,Latitud
6,7,44,0,7,-74.14453207,4.550363275
21,19,59,22,9,-74.1445307,4.598557207
67,65,244,5,21,-74.14452836,4.606036764
70,61,156,11,33,-74.14451887,4.669646651
48,58,193,6,28,-74.14451834,4.645877402
27,33,129,0,25,-74.1445097,4.64135459
84,70,252,22,40,-74.14450848,4.682183553
50,54,197,15,32,-74.14450616,4.622745025
14,20,77,0,11,-74.14450579,4.556472815
6,7,32,0,12,-74.14450368,4.54076144
8,9,35,0,16,-74.14450171,4.536683221
35,72,280,0,44,-74.14450008,4.546077778
118,103,334,0,49,-74.14449681,4.668350994
58,58,220,8,53,-74.14449624,4.711029059
0,0,0,217,1,-74.14449324,4.676136703
9,12,60,0,6,-74.14448705,4.536276181
18,20,103,0,14,-74.14447929,4.533579664
27,26,82,0,12,-74.14447755,4.558544888
58,59,251,0,20,-74.14447457,4.56948758
18,30,118,0,12,-74.1444745,4.544149566
14,16,70,0,16,-74.14446035,4.533872338
43,43,144,5,21,-74.14445992,4.559331846
7,5,23,11,11,-74.1444596,4.621850415
11,19,75,0,9,-74.14445942,4.550679453
8,9,38,0,4,-74.14445847,4.544673757
16,15,58,0,16,-74.1444528,4.712778456
14,14,54,0,14,-74.1444518,4.572038329
81,88,305,7,37,-74.14444418,4.687976975
18,30,126,0,15,-74.14444383,4.544379094
40,40,140,13,26,-74.14444317,4.611632159
57,55,164,21,18,-74.14444084,4.598273461
28,28,91,0,22,-74.14443806,4.677982119
54,107,353,8,32,-74.14443158,4.564491929
27,37,153,0,25,-74.14442333,4.555710901
6,7,23,0,6,-74.14441961,4.542434802
62,59,225,0,46,-74.14441775,4.628274524
54,48,175,13,24,-74.14440644,4.603740847
43,43,171,0,20,-74.14440467,4.610433801
16,28,133,0,13,-74.1443997,4.555022932
54,54,221,8,52,-74.14439915,4.571656948
71,90,282,6,27,-74.14439555,4.593156729
13,20,96,0,12,-74.14439285,4.551096481
32,32,113,0,20,-74.14439248,4.625047807
76,102,322,0,36,-74.144384,4.684817828
25,83,238,0,25,-74.14438024,4.589689941
35,40,158,0,48,-74.14437968,4.539898431
53,54,182,14,23,-74.14436928,4.677090942
19,32,127,0,13,-74.14436763,4.553313543
42,40,125,0,16,-74.14436401,4.678770094
26,68,265,0,25,-74.14435607,4.558003819
66,62,242,5,59,-74.14435376,4.710794856
46,46,130,13,17,-74.14435278,4.604716852
23,27,123,0,20,-74.14435053,4.623208085
89,92,293,7,34,-74.14434939,4.683455718
750,725,2442,18,3,-74.14434702,4.568298575
24,40,160,0,25,-74.14434619,4.54523828
71,70,231,12,28,-74.14434238,4.595995475
22,22,90,0,11,-74.14434133,4.560454432
40,40,131,0,45,-74.14434007,4.629017938
60,64,263,0,20,-74.14433199,4.569696528
21,43,177,0,19,-74.14433162,4.553976528
42,41,171,16,14,-74.14432649,4.570714226
15,23,83,0,12,-74.14431486,4.542925374
84,106,344,11,34,-74.14430109,4.564055216
56,60,212,10,30,-74.14429931,4.645638195
25,50,173,13,20,-74.14429885,4.543612923
53,53,190,6,20,-74.14429819,4.605636823
9,7,27,0,6,-74.14429701,4.536832939
18,39,123,0,15,-74.14429421,4.551629529
30,27,93,0,13,-74.14429074,4.667209554
27,27,102,6,17,-74.1442878,4.712487415
44,72,288,5,40,-74.14427925,4.547466694
33,58,205,0,20,-74.14427346,4.552200432
48,65,272,9,46,-74.14427179,4.539256941
34,33,120,12,26,-74.14426438,4.641711933
125,119,396,0,2,-74.14426362,4.636251291
22,33,132,0,15,-74.14426298,4.544883139
87,118,331,8,44,-74.14425982,4.687060428
30,27,108,6,18,-74.14425826,4.624245051
53,53,166,5,24,-74.14425727,4.598030213
55,52,188,11,29,-74.14425693,4.607244446
27,58,185,7,18,-74.14425453,4.597381296
212,196,621,0,19,-74.14425132,4.643919362
8,10,48,0,8,-74.14424968,4.535875318
23,24,91,0,20,-74.14424672,4.608523197
17,36,142,0,17,-74.14424471,4.549125851
63,62,174,12,20,-74.14424007,4.561088778
28,28,86,25,20,-74.14423929,4.675802911
10,10,43,0,27,-74.14423666,4.540636933
20,20,74,0,19,-74.14422054,4.571924487
67,68,272,15,22,-74.14421956,4.569926158
46,43,162,10,31,-74.14421537,4.640063653
55,55,174,15,21,-74.14420379,4.587687903
57,57,202,0,60,-74.14419838,4.710573616
28,50,225,0,20,-74.14419537,4.549838483
29,30,108,8,38,-74.14418926,4.613906483
9,13,52,0,5,-74.14418308,4.54465982
70,76,273,10,48,-74.14418054,4.6792095
37,35,132,8,30,-74.14417936,4.611133042
36,35,142,5,11,-74.14417626,4.558799667
15,21,93,0,8,-74.14417454,4.538337559
40,99,301,8,31,-74.14417163,4.563618168
4,4,24,0,4,-74.14416601,4.554557842
65,85,310,22,46,-74.14415376,4.602140228
14,19,72,13,12,-74.144148,4.603250966
12,16,58,0,17,-74.14413394,4.712234011
28,39,163,0,22,-74.144124,4.555027642
50,50,210,0,20,-74.14412123,4.609161326
41,39,123,5,18,-74.14411885,4.684398232
27,24,106,6,20,-74.14411467,4.625354899
42,43,170,0,32,-74.14411369,4.712904734
75,107,329,18,43,-74.14411028,4.599367698
39,47,146,8,12,-74.14410656,4.566022337
22,33,132,0,13,-74.14408894,4.541988854
18,18,58,0,1,-74.14408313,4.621153829
52,51,175,9,18,-74.14408139,4.596864813
6,6,28,0,18,-74.14408111,4.530927951
14,16,69,0,11,-74.14407988,4.535850682
11,11,35,13,26,-74.14406959,4.671278341
45,38,100,12,20,-74.14406569,4.670044763
43,39,137,21,22,-74.14406544,4.618408481
13,15,69,0,22,-74.14406528,4.536630989
8,11,49,0,10,-74.14406262,4.537303557
61,58,216,19,43,-74.14406107,4.612056357
67,68,276,10,18,-74.14406046,4.570167559
31,32,117,20,24,-74.14404936,4.63722464
37,43,149,14,28,-74.14404319,4.616484736
82,114,347,6,32,-74.1440417,4.563183408
61,59,191,5,56,-74.14403826,4.71035679
24,35,136,5,8,-74.14403822,4.54248514
23,47,198,0,19,-74.14402674,4.550148502
61,61,182,6,21,-74.14402578,4.604935975
59,69,216,0,33,-74.14402217,4.688309162
22,43,156,6,19,-74.1440155,4.55351852
31,31,120,0,11,-74.14401509,4.560391897
20,33,123,0,22,-74.14401158,4.556703157
73,69,234,15,36,-74.1440077,4.680457046
42,65,221,0,26,-74.14400732,4.552748741
23,23,87,0,18,-74.14400672,4.57176008
15,15,44,10,7,-74.14400483,4.623552165
38,42,173,7,24,-74.14400415,4.546421075
30,29,110,0,25,-74.14400137,4.640451021
68,70,256,7,31,-74.1440008,4.667499682
21,22,88,0,18,-74.14399335,4.712000876
15,13,51,33,32,-74.14398893,4.673942279
32,50,210,0,44,-74.14398256,4.555564418
49,49,167,15,26,-74.14397619,4.677402112
26,49,193,0,28,-74.14397105,4.538742671
75,61,198,22,29,-74.14396901,4.68161824
37,38,124,0,13,-74.14396005,4.589740838
37,89,312,16,32,-74.14395433,4.590340608
7,8,31,0,4,-74.14395393,4.547767285
0,0,0,0,1,-74.14394783,4.607839109
59,58,236,6,26,-74.14393687,4.610919236
58,53,219,9,53,-74.14393272,4.626877535
5,13,43,0,4,-74.14393172,4.544637108
0,0,0,0,2,-74.14393158,4.587101824
16,35,142,0,13,-74.14393102,4.54826778
26,25,95,8,20,-74.1439291,4.608849788
70,74,280,6,26,-74.14392725,4.683876346
29,56,205,5,19,-74.14392688,4.549351646
25,31,111,0,18,-74.14392626,4.624620737
12,16,71,8,11,-74.14392482,4.544246184
107,158,456,0,44,-74.14392478,4.686629523
23,43,169,0,20,-74.14391972,4.558290933
38,38,147,0,18,-74.14391792,4.57037645
18,41,131,0,17,-74.14391519,4.565606169
42,44,186,6,35,-74.14391449,4.713090169
84,103,341,16,32,-74.14391018,4.562745591
28,28,117,0,19,-74.14390794,4.709801925
40,38,122,7,19,-74.1439075,4.596350537
27,48,179,6,24,-74.1439063,4.550575037
83,85,307,0,31,-74.14390254,4.589190975
32,61,219,10,30,-74.14390034,4.557688047
84,76,305,10,46,-74.14388945,4.682801237
31,31,128,7,29,-74.14388447,4.626154782
25,65,189,12,23,-74.14388149,4.5611119
13,21,100,0,8,-74.14388068,4.547614687
82,83,285,0,1,-74.14387672,4.620685771
8,8,40,0,6,-74.14385993,4.541823744
25,26,84,0,20,-74.14385281,4.711768785
44,49,197,16,30,-74.14385092,4.614913753
29,31,117,0,26,-74.143849,4.63758763
51,53,190,5,54,-74.14384739,4.710150672
40,40,158,5,26,-74.14384386,4.642355387
59,59,210,0,18,-74.14384229,4.571424724
39,38,149,6,28,-74.14384195,4.623038281
164,166,537,18,1,-74.14383476,4.635948274
47,47,141,0,12,-74.14382295,4.559004409
30,68,238,7,24,-74.14382279,4.551031497
5,5,24,0,3,-74.14381918,4.54209656
10,14,60,0,12,-74.14381433,4.537331296
117,113,338,0,3,-74.14380935,4.666636801
17,16,50,130,31,-74.14380877,4.675286574
16,21,69,0,6,-74.14380774,4.542537778
40,40,109,32,27,-74.14379609,4.676434014
5,5,14,0,9,-74.1437944,4.709608474
70,79,274,9,44,-74.14379202,4.67857639
33,57,207,7,28,-74.14377973,4.543470268
10,11,43,0,18,-74.14377794,4.711389266
75,73,230,12,25,-74.14377648,4.606528248
57,57,242,0,18,-74.14377534,4.570585388
22,26,104,0,15,-74.1437627,4.552046159
22,41,155,0,21,-74.1437542,4.547244604
41,49,168,0,29,-74.14374397,4.545542855
4,4,23,0,13,-74.14374357,4.508384012
41,44,124,0,23,-74.14372845,4.595823774
39,50,170,5,20,-74.143727,4.565188578
109,112,363,11,34,-74.14372159,4.588785776
23,24,74,0,26,-74.14371994,4.534157091
32,74,334,0,26,-74.14371271,4.5514991
57,68,214,0,23,-74.14370996,4.593272307
10,12,43,0,6,-74.143709,4.538302451
6,6,20,0,40,-74.14370417,4.507547881
32,34,129,0,28,-74.1437008,4.640777641
55,53,164,17,30,-74.14369723,4.668999357
92,92,322,0,18,-74.14369607,4.559320977
30,30,102,0,13,-74.14369184,4.560358055
40,41,154,6,46,-74.14368891,4.613512192
49,92,323,0,35,-74.14368736,4.554006666
54,84,255,17,35,-74.14368359,4.600528493
15,20,76,11,14,-74.14368169,4.54426267
81,81,274,5,27,-74.14367863,4.688629566
8,7,31,0,29,-74.14367677,4.540588163
26,63,226,0,25,-74.14367512,4.557367519
68,68,233,5,25,-74.14366629,4.605147404
54,54,196,0,16,-74.14366203,4.571240616
154,199,632,41,33,-74.14365451,4.561874147
46,59,205,0,30,-74.14365022,4.623688549
62,62,203,0,27,-74.14364811,4.593711923
26,33,110,0,21,-74.14364592,4.624922694
82,80,316,5,20,-74.14362255,4.609677016
40,44,138,11,17,-74.1436205,4.615369666
98,131,391,15,42,-74.14361347,4.686225513
9,9,37,0,9,-74.14359814,4.713023358
27,34,153,0,20,-74.14359401,4.552622369
35,34,116,12,25,-74.14359261,4.714903576
34,35,127,7,26,-74.14359052,4.642708054
34,49,208,0,43,-74.14358764,4.534530162
61,72,237,11,44,-74.1435866,4.622566005
10,9,32,0,19,-74.14357785,4.709940592
21,27,113,0,12,-74.14357682,4.536824987
49,67,203,0,22,-74.14357505,4.684216404
31,72,262,5,28,-74.14357166,4.599342225
26,43,174,0,19,-74.14357141,4.554848182
90,106,337,16,28,-74.14357104,4.612447815
34,31,111,7,13,-74.14356705,4.679967284
15,17,66,0,14,-74.14355801,4.537351219
4,6,19,0,4,-74.14355371,4.541825277
31,33,149,0,14,-74.14355142,4.535332767
53,53,203,5,2,-74.14354889,4.604125836
11,20,69,0,10,-74.14354486,4.542116427
25,29,110,0,17,-74.14354459,4.711547019
40,39,115,13,25,-74.14354451,4.617500905
76,73,207,12,23,-74.14354214,4.606775702
42,48,194,7,53,-74.14354167,4.712034364
26,70,235,15,29,-74.1435395,4.561174156
54,67,223,6,23,-74.14353019,4.564760813
101,104,355,0,84,-74.14352996,4.629967629
38,42,173,14,21,-74.1435289,4.544808543
12,14,41,0,9,-74.14352494,4.542417152
16,30,95,0,19,-74.14351889,4.558521034
14,20,69,0,6,-74.14350907,4.542764823
52,53,219,12,25,-74.1435064,4.568515844
57,71,241,0,27,-74.14350432,4.546498114
113,113,339,14,32,-74.14350154,4.588293608
28,27,128,0,28,-74.14349581,4.641162866
40,82,249,13,31,-74.14349213,4.597533827
27,25,70,14,17,-74.14349049,4.618731736
36,32,110,18,22,-74.14349011,4.670511781
13,14,61,0,7,-74.14348624,4.547708685
77,100,339,33,39,-74.14347857,4.598342496
80,134,427,12,44,-74.14347146,4.592767677
26,23,79,18,21,-74.14346864,4.673044554
50,47,182,14,33,-74.14346826,4.671782737
28,30,116,0,20,-74.14346603,4.717333975
54,105,523,0,1,-74.14345398,4.713133172
42,45,168,0,45,-74.14345281,4.627901099
38,37,140,0,14,-74.14345127,4.571104124
46,55,241,0,25,-74.14344924,4.534989732
32,36,132,5,27,-74.14344891,4.71684581
52,61,188,13,31,-74.14343644,4.67826927
38,39,160,0,36,-74.14342876,4.625882532
10,11,36,0,6,-74.14342866,4.547490949
54,53,185,16,28,-74.14341882,4.67674508
42,44,133,0,22,-74.14341039,4.668212689
22,23,64,6,25,-74.143405,4.615796015
45,74,298,8,55,-74.14339226,4.555898461
155,155,570,12,0,-74.14339049,4.632293928
55,62,272,0,34,-74.1433881,4.535824894
30,35,140,0,16,-74.14338318,4.549490107
67,67,272,0,23,-74.14337827,4.568734407
19,39,151,0,20,-74.14337313,4.55191731
50,50,197,0,32,-74.14337205,4.716536631
64,120,592,0,19,-74.14336838,4.710095356
31,27,103,11,21,-74.14336793,4.62409417
80,144,457,16,50,-74.14336684,4.591541482
19,27,124,0,25,-74.14336572,4.539566086
49,79,280,0,46,-74.14336204,4.601783959
16,22,69,0,6,-74.14335759,4.54722163
22,38,128,0,17,-74.14335741,4.550078409
59,60,201,6,19,-74.14334411,4.667568468
85,91,287,11,29,-74.14334287,4.564345292
69,67,241,18,42,-74.14333334,4.611243559
98,97,333,10,22,-74.14332889,4.60740163
33,31,126,0,26,-74.14332668,4.643069121
38,37,101,6,21,-74.1433244,4.608272442
65,90,266,10,33,-74.14332144,4.587898858
36,36,129,17,22,-74.14332097,4.636705103
31,42,173,0,25,-74.14331894,4.536353617
64,68,265,6,39,-74.14331785,4.716256073
4,5,35,0,7,-74.14331695,4.65170672
49,64,221,5,37,-74.14331665,4.712181606
57,65,224,26,35,-74.1433086,4.687498062
23,39,133,0,18,-74.14330602,4.554447672
40,40,188,9,44,-74.1433051,4.713932965
15,27,103,0,15,-74.14330089,4.556753694
65,65,260,6,23,-74.14328827,4.568979386
50,50,148,6,17,-74.14328778,4.594632927
18,27,107,0,18,-74.14328571,4.557123381
95,95,369,0,0,-74.14328551,4.635353063
29,27,113,0,16,-74.14328145,4.638162697
22,35,134,0,18,-74.14328027,4.560570089
19,29,104,21,15,-74.14327682,4.544239922
19,54,189,0,18,-74.14327589,4.600142339
40,40,132,0,1,-74.14327067,4.594361324
151,142,570,15,48,-74.14326205,4.680876222
22,35,133,0,19,-74.1432615,4.5504801
64,74,254,17,42,-74.14326086,4.62163912
32,31,112,0,12,-74.14326055,4.570935985
17,23,100,0,15,-74.14325987,4.53745425
15,19,70,0,18,-74.14325961,4.538989537
48,48,181,16,33,-74.14324765,4.595008599
11,9,30,101,26,-74.1432453,4.674567203
29,35,124,8,15,-74.14324457,4.60134416
12,12,44,0,6,-74.14323696,4.558925599
100,102,351,9,37,-74.14321759,4.60556549
24,22,84,10,18,-74.1432093,4.638595739
70,131,524,0,9,-74.14320178,4.624494684
125,120,418,12,54,-74.14320084,4.682104639
95,103,341,18,26,-74.14319256,4.612752637
59,75,261,0,33,-74.14319222,4.545578645
105,106,407,0,48,-74.14318724,4.683448557
51,50,210,0,33,-74.14318675,4.710959852
51,51,166,8,24,-74.14318475,4.561288217
76,70,240,15,42,-74.14317804,4.677912239
26,47,188,0,22,-74.14317678,4.557833065
8,10,33,0,8,-74.14317569,4.541109126
54,61,220,0,27,-74.14317101,4.552481528
68,83,262,0,24,-74.14316823,4.563447575
15,28,129,0,15,-74.14316815,4.550956455
46,48,180,5,19,-74.14316666,4.60511947
34,32,138,0,8,-74.14316248,4.679857127
33,33,127,0,24,-74.14316213,4.710400899
70,72,291,0,21,-74.14316164,4.569199174
48,64,232,0,34,-74.14315776,4.599113294
4,6,28,0,25,-74.14315753,4.709407506
31,31,130,6,15,-74.14315743,4.578628368
98,97,313,13,31,-74.14315383,4.563926417
16,18,65,0,7,-74.14315067,4.553348222
268,258,648,0,2,-74.14314726,4.665322547
25,28,94,7,27,-74.14314066,4.616318953
70,68,275,8,25,-74.14313969,4.610165667
14,22,71,0,14,-74.14312933,4.556549569
91,102,345,0,42,-74.14312737,4.684691545
52,54,207,5,20,-74.1431267,4.589652841
24,27,107,0,16,-74.14312603,4.546563537
99,99,322,18,48,-74.14312488,4.597065096
22,32,149,0,23,-74.1431226,4.540519796
54,61,232,6,31,-74.14312186,4.622432293
47,47,160,0,19,-74.14311606,4.58752193
19,36,126,0,16,-74.14311466,4.55946974
39,37,119,36,27,-74.14311157,4.673349869
43,43,175,11,34,-74.14310634,4.565915006
38,81,294,0,31,-74.14310575,4.548825309
3,5,19,0,2,-74.14310048,4.543582229
572,602,1879,0,5,-74.14310023,4.585966141
38,36,131,0,27,-74.14309999,4.643439214
32,48,180,0,17,-74.14309412,4.548464548
31,31,122,0,23,-74.14309243,4.641817029
37,52,197,0,43,-74.14309059,4.712333139
22,44,170,6,19,-74.14308962,4.542290535
19,20,75,0,13,-74.14308587,4.713358733
70,130,599,12,18,-74.14308349,4.715932573
25,35,109,0,13,-74.14308076,4.601662437
12,30,99,0,24,-74.14307988,4.595951009
70,77,254,15,30,-74.14306709,4.605827344
69,63,220,17,25,-74.14306386,4.637057485
36,48,189,0,18,-74.14306224,4.5482604
68,117,485,9,16,-74.14306106,4.656139694
33,48,174,0,15,-74.14305847,4.548014372
10,17,75,0,9,-74.14305265,4.54325921
29,42,171,0,14,-74.14304879,4.54922471
58,61,250,0,21,-74.14304724,4.569471051
75,80,305,7,23,-74.1430395,4.563008725
5,5,18,0,19,-74.14303841,4.647080952
62,61,182,13,20,-74.14303669,4.590154965
18,17,77,0,15,-74.14303351,4.626507718
68,121,590,5,4,-74.14303142,4.579336952
39,56,188,6,20,-74.14302928,4.593151631
16,25,94,0,7,-74.14302565,4.552994084
110,107,385,14,66,-74.14302249,4.711447708
21,34,124,0,13,-74.14301795,4.553997804
56,107,432,0,8,-74.14301597,4.651491779
29,50,175,0,20,-74.14301534,4.549922882
15,18,84,0,18,-74.14300468,4.537400658
43,47,162,56,33,-74.14299313,4.675907423
10,22,85,0,8,-74.14299187,4.558592605
22,47,217,0,16,-74.14299108,4.56016391
25,30,112,14,27,-74.1429894,4.614688962
35,35,131,0,23,-74.14297621,4.717575323
25,41,148,0,19,-74.142973,4.536779665
138,137,485,0,6,-74.14297074,4.620032084
18,33,105,0,16,-74.14296481,4.601911967
57,62,197,0,34,-74.14296453,4.677087816
26,37,150,8,18,-74.14296138,4.544852346
16,21,83,0,13,-74.14296064,4.556333352
31,31,111,5,29,-74.14295261,4.639229294
32,49,179,0,26,-74.14295057,4.547624703
59,60,261,0,21,-74.14294735,4.569708718
54,54,197,0,24,-74.14294584,4.593613942
66,122,482,9,5,-74.14294077,4.618945509
24,29,115,0,13,-74.14293695,4.547014721
12,18,85,0,10,-74.14293542,4.558150016
55,60,189,12,20,-74.14293443,4.686034084
35,35,146,0,24,-74.14293118,4.710556624
38,39,117,0,14,-74.14292951,4.5892147
29,29,126,17,23,-74.14292767,4.565770592
26,40,158,0,35,-74.14292387,4.539536049
35,34,138,0,29,-74.14291742,4.609902635
89,86,259,17,26,-74.1429157,4.606115695
77,77,265,0,23,-74.1429112,4.562572229
28,28,111,0,14,-74.14290858,4.578771432
56,51,181,18,26,-74.1429073,4.669701724
7,12,43,0,6,-74.14290467,4.557309526
24,24,90,0,8,-74.14289605,4.559110073
66,66,230,5,28,-74.1428892,4.579155093
13,23,85,0,10,-74.14288841,4.554669652
5,7,30,0,4,-74.14287765,4.541391339
7,7,28,0,10,-74.1428751,4.613454879
218,211,758,17,71,-74.14287387,4.67923451
25,28,114,0,26,-74.14287099,4.534591524
46,63,214,5,34,-74.14286804,4.687929034
65,73,263,6,51,-74.14285705,4.712488639
60,57,243,0,21,-74.14285295,4.56995077
35,32,94,0,17,-74.14285163,4.580296294
47,48,160,9,24,-74.14285093,4.616898044
21,19,54,6,16,-74.14284404,4.713517977
59,59,212,0,19,-74.14284276,4.560862514
12,11,46,0,36,-74.14284237,4.646879704
34,33,124,6,23,-74.14282408,4.717188744
20,28,102,0,11,-74.1428196,4.549548244
37,70,234,13,31,-74.14281378,4.602457462
97,87,299,13,52,-74.14280837,4.671039376
19,24,107,0,39,-74.14280651,4.542029819
30,45,142,0,26,-74.14280307,4.642147758
16,21,82,0,6,-74.14280023,4.547270071
20,20,64,0,6,-74.14279856,4.579478944
33,44,154,0,21,-74.14279083,4.545598709
18,45,159,9,14,-74.14279042,4.544321617
16,30,89,6,16,-74.14279028,4.556131078
48,57,210,13,19,-74.14278763,4.715381419
38,34,195,11,33,-74.14278181,4.651256879
28,56,174,17,22,-74.14278148,4.562141609
115,115,367,14,42,-74.14277975,4.608529648
55,55,167,21,33,-74.14277601,4.612003394
75,75,255,11,30,-74.14277367,4.607340595
70,130,641,0,5,-74.14276566,4.58733226
59,55,214,0,21,-74.14276313,4.570196484
59,58,187,17,25,-74.14276265,4.606430327
199,196,731,0,3,-74.14275932,4.584107882
101,100,334,19,54,-74.14275583,4.596596714
45,46,171,13,30,-74.14275475,4.668280666
29,47,172,0,12,-74.14275062,4.553600796
38,73,287,0,34,-74.14274746,4.598880252
14,27,97,0,12,-74.14274518,4.541101152
14,23,83,0,19,-74.14274429,4.537402831
18,45,150,0,14,-74.14273039,4.550454754
29,35,138,0,16,-74.14271804,4.559715975
17,18,87,0,24,-74.14271456,4.535521825
52,105,324,19,32,-74.14271432,4.590686458
55,53,215,19,31,-74.14271401,4.672416137
46,45,168,6,26,-74.14271198,4.716950468
77,74,212,25,45,-74.14271127,4.617746996
16,18,70,0,14,-74.14270868,4.612768173
18,33,124,0,16,-74.14270503,4.55094291
34,35,145,0,33,-74.14270427,4.62403244
26,37,160,0,24,-74.14270094,4.538720526
39,87,324,0,33,-74.14269997,4.551332073
50,50,192,0,22,-74.14269934,4.710713057
33,37,154,6,25,-74.14269308,4.639626606
54,67,258,0,25,-74.14268484,4.546475781
8,9,31,0,33,-74.14268188,4.646636504
13,21,81,0,12,-74.14267422,4.558264493
26,26,97,0,15,-74.14266745,4.578872867
15,34,128,0,21,-74.14266459,4.552409979
16,23,92,0,15,-74.14266409,4.55708652
44,43,169,0,30,-74.14266369,4.710170769
31,56,188,11,22,-74.1426529,4.60134161
26,26,81,14,20,-74.1426521,4.610494905
46,46,159,8,22,-74.14265198,4.588506995
24,36,141,0,21,-74.14264477,4.557803599
66,65,230,7,45,-74.14264039,4.628543757
54,54,196,0,33,-74.14263151,4.717689583
52,62,230,0,27,-74.14263077,4.601022424
51,68,256,12,31,-74.1426186,4.591138528
65,69,261,8,45,-74.14261523,4.712646967
39,74,292,0,27,-74.14261212,4.551745662
60,58,219,6,21,-74.14260678,4.680210081
7,7,22,12,10,-74.14259638,4.673794295
15,18,71,0,27,-74.14259284,4.539509295
37,31,130,14,26,-74.14259038,4.637765179
42,42,145,5,11,-74.14258832,4.563612336
67,67,233,15,27,-74.14258726,4.561653223
41,43,146,13,40,-74.1425858,4.686685284
25,25,96,0,23,-74.14258325,4.642530099
9,20,73,0,10,-74.14257812,4.558769191
50,49,176,12,27,-74.14257808,4.716723343
12,12,66,0,9,-74.14257415,4.538351586
27,82,271,7,40,-74.14257189,4.600546097
14,26,98,0,13,-74.14257111,4.556826012
31,30,128,19,50,-74.14257091,4.635340599
18,33,122,0,34,-74.14257018,4.542945814
19,36,144,0,15,-74.14256845,4.560414878
21,33,118,0,20,-74.14256819,4.533944849
48,44,256,5,32,-74.14256618,4.65103414
5,7,29,0,0,-74.14256355,4.534614831
16,32,110,0,13,-74.14255843,4.554247673
21,22,92,6,17,-74.14255647,4.713708851
75,77,230,17,29,-74.14255608,4.684081546
72,81,287,19,40,-74.14255506,4.602891656
12,18,80,0,10,-74.14255294,4.543267338
47,51,176,0,30,-74.14254985,4.708811571
142,142,523,5,2,-74.14254959,4.631755211
3,5,17,0,3,-74.1425412,4.544904111
87,86,268,6,41,-74.14253722,4.594337269
138,133,459,15,50,-74.14253589,4.681395385
15,27,110,0,18,-74.14253115,4.557464908
12,12,31,7,4,-74.14252948,4.579616427
94,101,329,16,48,-74.14252899,4.685297204
7,10,34,0,26,-74.14252142,4.537842001
42,57,260,0,30,-74.14251995,4.555348268
41,61,215,13,32,-74.14251954,4.591613303
16,31,124,0,12,-74.14251892,4.553237892
29,31,121,0,29,-74.14251764,4.640039506
54,56,195,8,30,-74.14251627,4.711421767
8,9,44,0,12,-74.14251541,4.535027822
66,98,408,0,79,-74.14249981,4.540456995
26,26,73,0,7,-74.14249862,4.582180269
17,17,51,11,14,-74.14249715,4.714814357
15,19,66,0,9,-74.14249182,4.559357451
47,44,134,0,15,-74.14248899,4.586908293
57,57,212,7,27,-74.14248051,4.709943356
17,31,135,0,14,-74.14247665,4.555895608
67,76,264,0,19,-74.1424762,4.622172799
47,43,128,16,21,-74.14246774,4.618664105
72,71,260,0,14,-74.14246696,4.632174031
36,42,147,10,28,-74.14246119,4.620904792
56,56,183,13,30,-74.14245658,4.589744954
15,31,118,0,14,-74.14245213,4.556582205
4,6,23,0,3,-74.14244624,4.558274571
37,33,120,15,24,-74.14243775,4.677525347
20,21,72,5,12,-74.14243363,4.598346797
12,15,61,0,24,-74.14242889,4.536022162
34,71,261,14,30,-74.14242487,4.592067282
92,92,302,11,38,-74.14242445,4.682634454
5,17,37,0,23,-74.14242101,4.596039035
15,16,58,0,8,-74.14241901,4.57937131
37,37,134,18,28,-74.1424152,4.61148716
25,55,195,0,19,-74.14240407,4.599811236
54,54,183,0,31,-74.14240237,4.717816018
28,28,116,0,14,-74.14239754,4.578994166
56,63,230,17,25,-74.14239584,4.614390694
57,57,166,13,16,-74.14239329,4.563196175
55,63,209,7,22,-74.14238888,4.716370761
23,23,85,11,19,-74.14238443,4.626594685
80,80,278,6,49,-74.14237644,4.712805866
24,24,81,0,15,-74.14237119,4.603994959
42,66,252,0,30,-74.14236694,4.555122943
26,24,92,10,12,-74.14236542,4.604357904
24,55,187,11,27,-74.14236509,4.592536169
44,38,143,0,26,-74.14236295,4.670056389
25,23,74,15,22,-74.14235729,4.638126373
9,9,41,0,9,-74.14234959,4.539515028
13,28,98,0,12,-74.14234201,4.550435049
46,68,262,0,28,-74.14234156,4.545547108
21,25,107,0,17,-74.14234091,4.538714022
64,65,229,35,41,-74.14234033,4.615988323
25,29,124,7,32,-74.14233693,4.650802905
30,31,102,9,23,-74.14232771,4.642841467
70,70,221,16,33,-74.14232187,4.581490289
8,8,21,0,13,-74.14232161,4.645817528
27,30,140,0,24,-74.1423167,4.709641641
15,23,97,0,12,-74.14231322,4.541163282
23,36,119,0,17,-74.14229852,4.547524147
15,27,93,0,8,-74.14229797,4.552975986
42,53,191,0,15,-74.14229686,4.55997488
65,69,205,13,21,-74.14229252,4.562527318
73,73,237,0,29,-74.14228905,4.5612087
17,36,129,6,13,-74.142289,4.553860273
9,11,43,0,8,-74.14228556,4.557927576
31,53,213,7,28,-74.14228451,4.541905328
51,45,138,17,31,-74.1422831,4.676384776
25,41,166,5,4,-74.14227803,4.558430466
91,88,292,23,54,-74.14226757,4.609003351
38,39,158,8,27,-74.14226331,4.623893785
16,31,128,0,14,-74.1422633,4.557167358
