"";"dgrid";"Fecha";"Accidentes";"Latitud.Inferior";"Latitud.Superior";"Longitud.Inferior";"Longitud.Superior";"semaf_count_d";"colegios_count_d";"paraderos_count_d";"parques_count_d";"estaciones_count_d";"viasprincipales_count_d";"viassecudarias_count_d";"viviendas_count_d";"hogares_count_d";"personas_count_d";"comercial_count_d";"lotes_count_d";"T_Med";"T_Max";"T_Min";"Hum_Rel_Med";"Prec_Tot";"Vis_Med";"Vel_Med_Viento";"Vel_Max_S_Viento";"Vel_Max_Raf_Viento";"Ind_Lluvia";"Ind_Nieve";"Ind_Tormenta";"Ind_Niebla";"Clas.Final";"TemporadaTrafico";"Eventos.Especiales";"CarrosCirculando"
"762";3;"1/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,4;20,4;3,9;76;0;10,1;11,3;29,4;0;0;0;0;1;"Sabado";"Normal Trafico";"No";"Todos"
"763";3;"2/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,9;24;7;78;0;9,8;10,2;25,9;0;0;0;0;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"764";3;"3/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;20;7,8;74;0;10,8;10,2;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"765";3;"4/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;21,4;7,6;73;0;8,5;9,1;27,8;0;0;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"766";3;"5/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;21,4;7;74;0;10,6;10,7;28,7;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"767";3;"6/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;20,2;7;71;NA;11,7;9,8;25,9;0;1;0;0;0;"Habil";"Bajo Trafico";"No";"SoloImpares"
"768";3;"7/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,8;20,5;8;78;NA;7,9;8,7;20,6;0;1;0;1;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"769";3;"8/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,9;20;11,8;67;1,02;10,8;11,9;27,8;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"770";3;"9/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,6;20;5,2;76;0;11,4;7,2;22,2;0;1;0;1;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"771";3;"10/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;21;8;70;14,99;11,6;11,3;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"772";3;"11/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;15,3;21;10,7;63;0;11,1;10,9;20,6;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"773";3;"12/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;21;6,8;71;NA;11,6;9,3;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"774";3;"13/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,5;20,6;7,9;81;2,03;10,3;9,1;20,6;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"775";3;"14/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,3;20;6,8;76;6,1;10,1;12,2;24,1;0;1;0;1;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"776";3;"15/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,7;21;9;71;0;10;12;27,8;0;1;0;1;0;"Sabado";"Normal Trafico";"No";"Todos"
"777";3;"16/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,9;21;6;79;1,02;9,2;10,9;33,5;0;1;0;0;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"778";3;"17/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,9;20,8;7;80;2,03;9;8,9;22,2;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"779";3;"18/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,6;20;9,6;77;1,02;8,7;9,6;25,9;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"780";3;"19/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20;11,9;83;1,02;9,5;6,9;14,4;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"781";3;"20/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;19;10,6;79;2,03;9,3;7,4;24,1;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"782";3;"21/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;19,1;9;86;0;8,4;6,1;25,9;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"783";3;"22/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;20;10,6;84;4,06;6,9;8;22,2;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"784";3;"23/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20;8,7;77;2,03;9,3;8,1;25,9;0;1;0;1;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"785";3;"24/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;19,6;10;79;3,05;9,8;8,9;18,3;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"786";3;"25/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;19,2;9;84;0;9,2;8,1;18,3;0;1;0;0;1;"Habil";"Normal Trafico";"No";"SoloPares"
"787";3;"26/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,2;19;11;83;0,51;7,9;8,9;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"788";3;"27/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;18,8;10;82;0;10,9;8,9;21,7;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"789";3;"28/02/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,2;18,4;10,9;89;2,03;8,5;9,3;39,6;0;1;0;0;1;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"790";3;"1/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,7;18,4;10,6;85;14,99;8,7;8,9;25,9;0;1;0;1;0;"Sabado";"Normal Trafico";"No";"Todos"
"791";3;"2/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,7;18;9;82;3,05;10,5;10;21,7;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"792";3;"3/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,1;18,4;7,5;82;0,76;7,9;9,6;25,9;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"793";3;"4/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;18;9;84;5,08;7,7;8,5;22,2;0;1;0;0;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"794";3;"5/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;19;11;81;0,25;9,2;9,1;22,2;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"795";3;"6/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;19,3;11;81;9,91;7,7;8,1;16,5;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"796";3;"7/03/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,9;18;8;84;0;7,7;5,7;18;0;1;0;1;1;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"797";3;"8/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20;10,5;81;11,94;9,2;9,1;29,4;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"798";3;"9/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,7;19,8;7,5;80;0;11,1;9,4;25,9;0;0;0;0;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"799";3;"10/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;19;7;77;0;10,3;10,4;28,7;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"800";3;"11/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;19,4;9;83;0;6,4;9,4;25,9;0;0;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"801";3;"12/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,9;20;11,8;81;NA;7,7;9,3;29,4;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"802";3;"13/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20;10;83;19,05;6,6;9,6;24,1;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloPares"
"803";3;"14/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;19,3;9;82;13,97;7,2;8,7;29,4;0;1;0;1;1;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"804";3;"15/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14;18;12;87;0;6;8,5;22,2;0;1;0;1;0;"Sabado";"Normal Trafico";"No";"Todos"
"805";3;"16/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;19;11;85;1,02;6,8;9,8;29,4;31,7;1;0;1;1;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"806";3;"17/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,5;20;10;73;12,95;9;9,8;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"807";3;"18/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;21;10;70;0;10,9;12;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"808";3;"19/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;20,6;9;75;0;10;10,4;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"809";3;"20/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,8;19;11;68;0;10;12,2;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"810";3;"21/03/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,4;21,2;8;69;0;11,1;11,1;22,2;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"811";3;"22/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,8;21;8,8;64;0;9;10,2;18,3;31,7;0;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"812";3;"23/03/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,8;21;9,7;67;0;11,7;10,9;18;0;0;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"813";3;"24/03/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,6;20;8;75;NA;10,9;7,8;25,9;0;1;0;1;0;"FestivoEntreSemana";"Moderado Trafico";"No";"Todos"
"814";3;"25/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,5;19;11;77;4,06;11,6;9,4;14,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"815";3;"26/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;19;9;75;0;10,5;9,3;18,3;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"816";3;"27/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;19;9;67;0;10,6;12,4;31,7;0;0;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"817";3;"28/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;22;8;64;0;9,2;8,7;18,3;0;0;0;0;1;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"818";3;"29/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,1;22;4;73;0;7,9;10;25,9;0;0;0;0;1;"Sabado";"Normal Trafico";"No";"Todos"
"819";3;"30/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,2;22,4;5,1;74;0;8;11,3;31,7;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"820";3;"31/03/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13;20,7;4,9;74;0;8,5;9,6;24,1;0;0;0;0;1;"Habil";"Normal Trafico";"No";"SoloPares"
"821";3;"1/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,4;20,4;6,5;67;0;8,7;10,9;25,9;0;0;0;0;1;"Habil";"Normal Trafico";"No";"SoloPares"
"822";3;"2/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;20;11;67;0;9,8;12,8;27,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"823";3;"3/04/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;20;11;75;0;10,8;12;25,9;0;0;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"824";3;"4/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,5;21;11;76;0,51;9;6,9;18,3;0;1;0;1;1;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"825";3;"5/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,4;20,6;10,6;76;3,05;10,1;9,8;22,2;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"826";3;"6/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;19,3;9;67;0;10,9;13;27,8;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"827";3;"7/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;15,4;20;12;69;NA;10,1;11,9;29,4;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"828";3;"8/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,9;19;11,7;72;0,25;10,3;10,9;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"829";3;"9/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,8;20,2;9;60;0;11,6;10,7;27,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"830";3;"10/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,2;20,2;9;65;0;12,4;13,5;24,1;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"831";3;"11/04/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;19,5;8,9;68;0;12,2;14,3;25,9;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"832";3;"12/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;19;9,6;68;0;12,1;13,5;22,2;0;0;0;0;0;"Sabado";"Moderado Trafico";"No";"Todos"
"833";3;"13/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,1;20;6;68;0;12,2;12,6;25,9;0;0;0;0;0;"DomingoFestivo";"Moderado Trafico";"No";"Todos"
"834";3;"14/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;22;7;70;0;10,5;10,2;27,8;0;1;0;0;0;"Habil";"Moderado Trafico";"No";"SoloImpares"
"835";3;"15/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,7;21,5;11,6;82;3,05;9,3;6,7;14,8;0;1;0;0;1;"Habil";"Moderado Trafico";"No";"SoloPares"
"836";3;"16/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,2;18,4;10;81;3,05;10,1;7,4;22,2;0;1;0;0;1;"VisperaDescanso";"Moderado Trafico";"No";"SoloImpares"
"837";3;"17/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;19,4;10,9;81;18,03;9,7;9,1;20,6;0;1;0;0;0;"FestivoEntreSemana";"Bajo Trafico";"No";"Todos"
"838";3;"18/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20;9,9;73;7,87;12,4;10,2;18,3;0;0;0;0;0;"FestivoEntreSemana";"Bajo Trafico";"No";"Todos"
"839";3;"19/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20,4;11;83;4,06;10,9;9,1;14,8;0;1;0;0;0;"Sabado";"Bajo Trafico";"No";"Todos"
"840";3;"20/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,6;19;10;74;3,05;12,4;10,7;18,3;0;1;0;0;0;"DomingoFestivo";"Bajo Trafico";"No";"Todos"
"841";3;"21/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,5;18,2;8,5;79;0;10,9;9,4;22,2;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"842";3;"22/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,9;18,2;12;82;3,05;10,3;7,6;29,4;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"843";3;"23/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;20;8;80;18,03;10,8;10,2;24,1;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"844";3;"24/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20,4;11,9;82;7,11;9,2;6,7;14,8;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"845";3;"25/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;19;10;74;2,03;12,4;10,2;22,2;0;0;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"846";3;"26/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;19;10,8;74;0;12,1;9,6;20,6;0;0;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"847";3;"27/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14;20;9,6;76;0,25;12,2;9,8;18,3;0;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"848";3;"28/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;15,6;21;12;71;3,05;10,9;8,7;18,3;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"849";3;"29/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;20,9;11;74;5,08;11,1;10;18,3;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"850";3;"30/04/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;21;9,8;71;0,51;12,1;9,4;21,7;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"851";3;"1/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;21,4;10;79;0,51;10,9;6,9;13;0;1;0;0;0;"FestivoEntreSemana";"Normal Trafico";"No";"Todos"
"852";3;"2/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;15,2;20,2;11,7;73;1,02;11,6;7,8;24,1;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"853";3;"3/05/2014";1;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,6;22;9;62;0;12,1;11,5;22,2;0;0;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"854";3;"4/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;12,8;21,7;5;71;0;12,2;9,8;22,2;0;0;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"855";3;"5/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;21;10,6;77;0;11,3;8;24,1;0;0;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"856";3;"6/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;20,5;8;80;1,02;8,5;8;22,2;0;0;0;0;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"857";3;"7/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,8;19;11,9;81;7,87;10,1;6,7;18;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloPares"
"858";3;"8/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;19;12;86;2,03;8,2;8,7;22,2;0;1;0;1;1;"Habil";"Normal Trafico";"No";"SoloImpares"
"859";3;"9/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;18,6;11,4;84;11,94;8,5;8,5;20,6;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloPares"
"860";3;"10/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,4;18,4;11,9;82;1,02;9,7;9,4;28,7;0;1;0;0;0;"Sabado";"Normal Trafico";"No";"Todos"
"861";3;"11/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14;18,2;11;87;0;9;9,6;27,8;0;1;0;1;1;"DomingoFestivo";"Normal Trafico";"Dia de la madre";"Todos"
"862";3;"12/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,3;20;11;84;32;7,7;6,5;25,9;0;1;0;1;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"863";3;"13/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,7;20;8,5;75;14,99;10,8;9,3;22,2;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"864";3;"14/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;15,7;20;11,7;67;0;11,6;10,9;18,3;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloImpares"
"865";3;"15/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;20,1;8,5;78;NA;11,4;9,6;25,9;0;1;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
"866";3;"16/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,4;19,8;8,3;84;11,94;11,7;7,6;18,3;0;1;0;0;0;"VisperaDescanso";"Normal Trafico";"No";"SoloImpares"
"867";3;"17/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,8;18;11;84;0,51;10,1;7,4;22,2;0;1;0;0;1;"Sabado";"Normal Trafico";"No";"Todos"
"868";3;"18/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;14,1;19;11;82;0,76;10,1;8,7;18,3;0;1;0;0;0;"DomingoFestivo";"Normal Trafico";"No";"Todos"
"869";3;"19/05/2014";0;4,76897;4,79364;-74,07659;-74,04987;NA;12;1;10;0;1;66;600;582;1993;0;43;13,4;18,7;9;77;0;11,6;10,9;25,9;0;0;0;0;0;"Habil";"Normal Trafico";"No";"SoloPares"
