FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
886,319A10,Br. Villa Mayor Antigua,AK 27 - CL 37 Sur,"-74,1203417829375","4,5894353510204065"
891,105A11,Br. Restrepo Occidental,AK 27 - CL 15 Sur,"-74,10565157380746","4,592304064595445"
895,004A05,Pq. La Esmeralda,AK 50 - CL 45,"-74,08703002887201","4,645377427541662"
897,005A05,Estación Gobernación,AK 50 - AC 26,"-74,09135244264314","4,641956141581369"
899,138A06,C.C. Ciprés Plaza,AK 50 - CL 21,"-74,10033009599816","4,636089151978346"
900,005A06,Batallón Caldas,AK 50 - CL 19,"-74,10203180338696","4,634029033516269"
901,137A06,Batallón Caldas,AK 50 - AC 17,"-74,10489715515715","4,630328736820764"
909,050A08,Br. La Camelia,AK 50 - CL 1,"-74,11827384228881","4,608331876613366"
912,004A09,Pq. Santa Rita I Sector,AK 50 - CL 31 Sur,"-74,12338827639145","4,6001452351848275"
916,399A10,Br. Arboleda del Rey,KR 50 - Auto Sur,"-74,12701077769043","4,592619619017666"
928,108A08,Avenida Fucha,AK 50 - CL 1,"-74,1181715089066","4,608005868955407"
946,175C03,Cafam Floresta,AK 68 - CL 95,"-74,0753540726604","4,687162750098866"
950,176B03,Avenida Calle 80,AK 68 - AC 80,"-74,07845580531783","4,684712766464906"
953,105C04,Éxito Calle 80,AK 68 - CL 78,"-74,07981971292212","4,683552607507625"
981,117C05,Compensar,AK 68 - CL 49A,"-74,09916629530993","4,659350052426389"
984,115D05,Avenida Calle 26,AK 68 - CL 46,"-74,10127987756155","4,656538660291305"
996,129C06,Zona Ind. Sredni,AK 68 - CL 22,"-74,10920915745413","4,646560687264279"
1003,002A06,Br. Granjas de Techo,AK 68 - CL 18,"-74,11470756923842","4,641120045788841"
1010,001D06,Avenida Calle 13,AK 68 - AC 13,"-74,11700173352341","4,638826205897318"
1011,095A07,Br. Lusitania,AK 68 - CL 12A,"-74,11969582058634","4,6360646097177876"
1030,098D07,Br. La Igualdad,AK 68 - CL 1,"-74,12462857671096","4,62379769481115"
1036,501C08,Br. Villa Claudia,AK 68 - CL 9B Sur,"-74,12681058184116","4,616996097587879"
1040,155C08,Br. Villa Adriana,AK 68 - CL 14 Sur,"-74,1275447362953","4,614736937274585"
1061,002B09,Br. Alquería,AK 68 - CL 42A Sur,"-74,13642769374466","4,597438506894365"
1083,502B08,Br. Provivienda Norte,AK 68 - CL 10 Sur,"-74,12648372892671","4,616812828823405"
1092,099A07,Av. Américas,AK 68 - CL 4G,"-74,12261294226634","4,62809896261152"
1098,091C07,Br. Salazar Gómez,AK 68 - CL 9,"-74,12185478931939","4,629892830898421"
1101,101B07,Colegio Nicolás Esguerra,AK 68 - CL 10,"-74,12070969784357","4,632669249144984"
1106,094C07,AC 13,AK 68 - CL 12A,"-74,11947589953006","4,635600627421642"
1123,128B06,Br. Ciudad Salitre Suroriental,AK 68 - CL 22A,"-74,10840491464488","4,646946721960399"
1133,116B05,Br. Salitre - El Greco,AK 68 - CL 45,"-74,10107070394932","4,65620707622989"
1142,437D05,Pq. Metropolitano Simón Bolívar,AK 68 - CL 53,"-74,09571708531746","4,663183352020118"
1144,121A05,Pq. El Salitre,AK 68 - AC 63,"-74,09117885399428","4,669025587266397"
1156,015C04,Pq.Metrópolis,AK 68 - CL 72A,"-74,08547424741123","4,678034392545272"
1167,210A03,Cafam Floresta,AK 68 - CL 98,"-74,07438918951878","4,687417686297307"
1176,060A01,Centro de Abastos del norte,AK 7 - CL 181,"-74,02516347207299","4,757069639954546"
1181,227A01,Clínica San Juan Bosco,AK 7 - AC 170,"-74,02310500415899","4,7478247182830415"
1191,235A01,Br. Barrancas Norte,AK 7 - CL 156,"-74,02413206239636","4,73240240117431"
1211,251B01,Br. Bella Suiza,AK 7 - CL 127A,"-74,02883706235882","4,703717767714608"
1229,164B01,Br. El Pedregal,AK 7 - CL 102,"-74,03734307503684","4,6818469126472655"
1230,217A00,Pq. Público La Reserva,AK 7 - CL 97A,"-74,03961565280554","4,678390328909499"
1237,367A00,Calle 74,AK 7 - CL 74,"-74,05471600035494","4,656385000277732"
1242,819A00,Br. Chapinero Central,AK 7 - AC 57,"-74,06193278507318","4,643496871564955"
1244,378A00,Br. Marly,AK 7 - CL 51,"-74,06324668526226","4,6385944055133885"
1256,778A00,Br. La Merced,AK 7 - CL 35,"-74,06655183153428","4,6224981919453025"
1259,383A00,Universidad Javeriana,AK 7 - CL 43,"-74,06441083629345","4,630508750952428"
1263,387A00,Br. Bosque Calderón,AK 7 - CL 56,"-74,06205400912751","4,642253617922059"
1266,373A00,Colegio Sagrado Corazón de Jesús Bethlemitas,AK 7 - CL 64,"-74,05909929564783","4,649014647856085"
1273,040A00,Br. El Refugio,AK 7 - AC 85,"-74,04600032178791","4,666544252619266"
1295,252B01,Br. San Gabriel Norte,AK 7 - AC 127,"-74,02854216251902","4,703229309056644"
1300,246A01,Br. Bosques de Medina,AK 7 - CL 132,"-74,0289149040731","4,7113892579790395"
1308,239A01,Colegio Pureza de María,AK 7 - CL 147,"-74,02602600117113","4,721992057170331"
1310,237A01,Colegio Grecolatino (Br. Bosque de Pinos III),AK 7 - CL 148,"-74,02503046391877","4,724731710709545"
1317,234B01,Centro de Negocios North Point,AK 7 - CL 156,"-74,02388700019024","4,732721000096232"
1324,043A01,IED Cristóbal Colón (Colegio María Inmaculada),AK 7 - CL 166,"-74,0221603178399","4,744580887259091"
1336,065A01,Horizontes Usaquén,AK 7 - CL 186,"-74,02702456484771","4,762224577062525"
1339,128A01,Br. Pradera Norte,AK 9 - CL 168,"-74,03187048891863","4,747215196044829"
1341,124A01,Fundacion Cardio Infantil,AK 9 - CL 163A,"-74,0321070000616","4,741027000074491"
1351,034A01,Br. Lisboa,AK 9 - CL 134A,"-74,03276746391636","4,713863246012327"
1361,014A01,Br. Molinos Norte,AK 9 - CL 107A,"-74,04042688360937","4,689531179597448"
1367,291A00,Br. Chicó Norte III Sector,DG 92 - AC 92,"-74,05367331502488","4,681484592630544"
1368,799A00,Br. Chicó Norte III Sector,DG 92 - KR 17,"-74,0506658291155","4,683250616564866"
1370,192A01,Br. Santa Ana Occidental,AK 9 - CL 107A,"-74,04055038399466","4,68908112690651"
1371,193A01,C.C. Santa Ana,AK 9 - DG 108A,"-74,03901347523967","4,689927819744212"
1393,582A08,C.C. Ciudad Montes,Auto Sur - CL 11 Sur,"-74,10959052283495","4,598095370614527"
1395,077A09,Estación NQS - Calle 30 Sur,Auto Sur - CL 30 Sur,"-74,11786389790554","4,594987536630578"
1405,055A09,Estación Perdomo,Auto Sur - KR 72,"-74,16518655418487","4,5960310148286"
1410,062A10,Br. Olarte,Auto Sur - KR 73,"-74,16834515648797","4,595591711195731"
1419,096A10,Estación NQS - Calle 30 Sur,Auto Sur - CL 30 Sur,"-74,1177628500125","4,594626832173219"
1429,099B13,Hsp. San Cristóbal,AV. 1 de Mayo - KR 8A,"-74,09375743567799","4,575163782949247"
1443,109B11,Centro Médico Cruz Blanca,AV. 1 de Mayo - KR 24B,"-74,10566180022866","4,585254349638937"
1445,108B11,Br. Restrepo Occidental,AV. 1 de Mayo - KR 24G,"-74,10722556950896","4,587219846261327"
1446,101A11,Br. Restrepo Occidental,AV. 1 De Mayo - KR 26,"-74,10870403926145","4,589075164003607"
1450,076A10,SENA - NQS,AV. 1 de Mayo - KR 34,"-74,11275699976983","4,59513900005165"
1457,113B08,Br. San Eusebio,AV. 1 de Mayo - KR 51D,"-74,12468140034461","4,6050834614642415"
1458,208A08,Br. San Eusebio,AV. 1 de Mayo - KR 52A,"-74,12705339107256","4,607547385820185"
1461,209B08,Santa Rosa del Carvajal,AV. 1 de Mayo - KR 68H,"-74,13309800010917","4,611973999855731"
1463,209D08,Santa Rosa del Carvajal,AV. 1 de Mayo - KR 68F,"-74,13223699994364","4,6114299998289505"
1470,184A08,CAI Oneida,AV. 1 de Mayo - CL 35B Sur,"-74,14592169423342","4,6187347219599175"
1471,184B08,CAI Oneida,AV. 1 de Mayo - CL 35B Sur,"-74,14549477887779","4,618875966518577"
1474,182A08,Hsp. Occidente de Kennedy,AV. 1 de Mayo - CL 40 Sur,"-74,15381539634917","4,61704329055403"
1480,180A08,Br. Ciudad Kennedy,AV. 1 de Mayo - AC 43 Sur,"-74,16194673609525","4,61553731441108"
1485,161B08,Br. Pastrana,AV. 1 de Mayo - CL 50 Sur,"-74,16950960665817","4,613861960425705"
1486,168A08,Br. Casablanca,AV. 1 de Mayo - DG 53B Sur,"-74,17153442547826","4,613573748544177"
1488,166A08,Br. Casablanca,AV. 1 de Mayo - AV. A. Mejía,"-74,17405170972025","4,614117401302802"
1491,027B09,Br. Roma,AV. 1 de Mayo - KR 79D,"-74,17410742233585","4,613804086865364"
1494,026A09,Br. Catalina,AV. 1 de Mayo - CL 48B Sur,"-74,16644441297494","4,61402535198275"
1496,107A09,Br. Tocarema,AV. 1 de Mayo - CL 44A Sur,"-74,16356339638284","4,614703945249686"
1497,107B09,Br. Tocarema,AV. 1 de Mayo - CL 44A Sur,"-74,16375842422428","4,614620657526906"
1500,108A09,Br. Timiza,AV. 1 de Mayo - CL 41C Sur,"-74,1584817687544","4,6159552002538"
1512,099B09,Carvajal,AV. 1 de Mayo - KR 69CBis,"-74,13679100029334","4,615431999890722"
1513,099C09,Carvajal,AV. 1 de Mayo - KR70B,"-74,13718130121627","4,615852585431678"
1537,104A11,Br. Olaya,AV. 1 de Mayo - KR 16,"-74,10294329515966","4,58147273264344"
1547,100A13,Hsp. San Cristóbal,AV. 1 de Mayo - KR 9A,"-74,09373214450946","4,574755018458164"
1556,114A08,Corabastos,AV. A. Mejía - CL 36 Sur,"-74,15685953262383","4,629072090116688"
1562,177A08,Br. Casablanca,AV. A. Mejía - CL 49 Sur,"-74,17017065441787","4,61797264106743"
1566,610B09,Br. Class,AV. A. Mejía  - CL 56 Sur,"-74,17563772128698","4,613841906056526"
1568,101B09,Br. Class,AV. A. Mejía - CL 57B Sur,"-74,17714431459603","4,612458875809138"
1571,511A09,Br. Bosa,AV. A. Mejía - CL 61 Sur,"-74,18260129248618","4,607522689455781"
1575,054A09,Br. José Antonio Galán,AV. A. Mejía - CL 58K Sur,"-74,17909801110014","4,6103677155579925"
1579,569A09,CAI Roma,AV. A. Mejía - CL 55A Sur,"-74,17530833242847","4,613780075702761"
1580,172A08,Av. 1 de Mayo,AV. A. Mejía - CL 53A Sur,"-74,17405942624853","4,614858689706315"
1582,176B08,Cl 47B S,AV. A. Mejía - CL 48A Sur,"-74,16971043851467","4,618040867786203"
1586,005A08,IED Francisco de Paula Santander,AV. A. Mejía - CL 38C Sur,"-74,1594327280091","4,625984281843951"
1592,032A06,Br. Ortezal,AV. Américas - TV 39,"-74,09473714371673","4,626510121186475"
1599,060A07,Estación Mundo Aventura,AV. Américas - KR 71B Bis,"-74,13424596349896","4,630501142881221"
1621,113A02,Br. Portales del Norte,AV. Boyacá - CL 163,"-74,06512690766093","4,746640361810843"
1629,198A03,Estación Suba-AV. Boyacá,AV. Boyacá - CL 128A,"-74,07558326792368","4,718599915387135"
1642,107A04,Br. Santa María,AV. Boyacá - CL 77A,"-74,0913696965848","4,6934723842632895"
1644,108A04,IED Tabora Sede B,AV. Boyacá - CL 74,"-74,09336638196682","4,689984080866675"
1650,007A05,Colegio Andrés Frey,AV. Boyacá - CL 66A,"-74,09906100018222","4,681795490958634"
1658,444A05,Br. Normandía Occidental,AV. Boyacá - CL 48,"-74,10995960465259","4,668452112009347"
1669,196B06,C.C Montevideo Plaza,AV. Boyacá - CL 22,"-74,12170960180654","4,655172154040843"
1678,344B07,Br. Nuevo Techo,AV. Boyacá - CL 12 Bis,"-74,13120699972369","4,645923999819056"
1692,581A08,Br. Las Américas Occidental,AV. Boyacá - CL 3B,"-74,13831855219631","4,627317837054747"
1696,157B08,Pq. Mundo Aventura,AV. Boyacá - CL 2A,"-74,13864220800666","4,624065626400697"
1700,062A09,Parroquia San Cayetano,AV. Boyacá - CL 37B Sur,"-74,1410296461642","4,612774697975887"
1701,062B09,Parroquia San Cayetano,AV. Boyacá - CL 37C Sur,"-74,14115048843455","4,611939840092122"
1717,026B10,AV. Jorge Gaitán Cortes,AV. Boyacá - KR 33,"-74,14291467185474","4,581113976115674"
1719,001B11,Br. Arborizadora Baja,AV. Boyacá - KR 29,"-74,14178313505823","4,578251339791514"
1722,418B11,Portal Tunal,AV. Boyacá - KR 19C,"-74,13945324926597","4,571696192506635"
1726,004B11,Br. Lucero Alto,AV. Boyacá - KR 18Q,"-74,13922616414531","4,558913997746346"
1730,048A11,Br. Quintas del Sur,AV. Boyacá - CL 70B Sur,"-74,1372530002507","4,54808799979372"
1761,075B10,Colmotores,AV. Boyacá - KR 35,"-74,14323166575893","4,5845508762387635"
1772,111A09,IED OEA Sede B,AV. Boyacá - KR 69 Bis,"-74,14109544506384","4,609373133435673"
1781,205C08,Pq. Mundo Aventura,AV. Boyacá - CL 2Bis,"-74,13821595650602","4,624014404640605"
1790,104C07,Cooperativa de Sub-Oficiales,AV. Boyacá - AC 8,"-74,13688437208226","4,6358598317843365"
1809,008A06,Avenida Esperanza,AV. Boyacá - AV. Esperanza,"-74,11545815567574","4,661664724595297"
1817,128A05,Br. San Joaquín,AV. Boyacá - CL 64F,"-74,10136705277165","4,678124815660597"
1821,033A05,Br. Palo Blanco,AV. Boyacá - CL 69B,"-74,09669162355175","4,684471446118472"
1824,126B05,Avenida Calle 68 (Avenida Calle 72),AV. Boyacá - AC 72,"-74,09473382444175","4,687266036757128"
1826,002B04,Br. Bonanza,AV. Boyacá - CL 74A,"-74,09275813448457","4,690202091778175"
1829,211A03,C.C. Titan Plaza,AV. Boyacá - CL 92,"-74,08654741707045","4,695947654454715"
1831,084A03,Pq. Central Pontevedra,AV. Boyacá - CL 97,"-74,08211209764451","4,697874331593445"
1835,014A03,Br. Niza (Humedal Córdoba),AV. Boyacá - CL 119,"-74,081716133742","4,7057563709838135"
1846,109A02,Éxito Colina,AV. Boyacá - CL 146B,"-74,06695060087543","4,733339665791858"
1847,003A02,Br. El Plan,AV. Boyacá - CL 147,"-74,06620742194593","4,736204755984101"
1848,110A02,Br. Casablanca,AV. Boyacá - CL 152B,"-74,06528762974","4,740514146374563"
1852,161A02,Br. San José de Bavaria,AV. Boyacá - CL 169B,"-74,065555442679","4,756183991144237"
1859,204A03,Br. El Poa,AV. C. de Cali - CL 139,"-74,09826734671353","4,742554478508302"
1866,049A03,Br. Rincón de Suba,AV. C. Cali - KR 93,"-74,09531409299616","4,720293440417513"
1867,006A03,Br. Los Cerezos,AV. C. Cali - KR 91,"-74,09279749057546","4,716207914595963"
1869,112A04,Br. Los Cerezos,AV. C. Cali - CL 87,"-74,09743588315453","4,707327987691302"
1870,111A04,Br. Los Cerezos,AV. C. Cali - CL 82A Bis,"-74,09932772526143","4,705368108990626"
1878,153A06,Centro Industrial La Rabida,AV. C. Cali - DG 25G,"-74,12255247576627","4,675778166626844"
1884,191A06,Urb. Fuente Del Dorado,AV. C. de Cali - CL 22F,"-74,12864766175001","4,668414743411844"
1885,154A06,Av. Ferrocarril,AV. C. de Cali - AC 22,"-74,12985166384385","4,666924337578487"
1890,129A07,Uniagustiniana,AV. C. de Cali - AC 12,"-74,14232807287252","4,653912754494976"
1897,125B07,Humedal El Burro,AV. C. de Cali - CL 8A,"-74,14910211661477","4,647311917792387"
1902,030A08,Br. Patio Bonito,AV. C. de Cali - CL 26 Sur,"-74,1594310706174","4,638102037955027"
1908,111A08,Br. Patio Bonito II,AV. C. de Cali - CL 38C Sur,"-74,16352061411743","4,634305187968818"
1917,117A09,Br. La Paz Bosa,AV. C. de Cali - CL 57B Sur,"-74,18405506126331","4,618902857108336"
1918,318A08,DG 56A Sur,AV. C. de Cali - DG 56A Sur,"-74,18230269787564","4,6208614190826145"
1920,020A08,Urbanización Alameda de San José II,AV. C. de Cali - CL 48 Sur,"-74,17567558976778","4,626270899366118"
1930,160A08,Br. María Paz,AV. C. de Cali - CL 1A Sur,"-74,15854698913896","4,638419920579766"
1943,343B07,Br. El Vergel Occidental,AV. C. de Cali - CL 15A,"-74,13843981667482","4,656754587382776"
1955,029A05,Br. La Clarita,AV. C. Cali - CL 69A,"-74,10769330880267","4,692430688623358"
1969,008A03,Br. Lago de Suba,AV. C. Cali - CL 131B,"-74,0999127584801","4,7350948903008945"
1977,424A03,IED Nicolás Buenaventura,AV. C. de Cali - AC 153,"-74,09152179034555","4,755201857619041"
1985,042A06,Imprenta Nacional de Colombia,AV. Esperanza - KR 66,"-74,10449349269265","4,647364622373669"
1993,147A06,Centro Médico Modelia,AV. Esperanza - KR 81C,"-74,1219619484513","4,668548474221724"
2004,149A06,Br. Modelia Occidental,AV. Esperanza - KR 85B,"-74,1239210348471","4,670434240310502"
2016,039A06,Fiscalía General de la Nación,AV. Esperanza - AK 50,"-74,09841379725768","4,638665269803488"
2023,425A05,Pq. Empresarial Normandía,AC 63 - KR 74A,"-74,10693009923897","4,677479398763569"
2024,105A05,Pq. Empresarial Normandía,AC 63 - KR 77A,"-74,1093001972166","4,679548053991563"
2034,477B05,Br. San Antonio Norte,AC 63 - KR 110D,"-74,13240953486869","4,700922507032615"
2049,079B05,Los Álamos,AC 63 - TV 93,"-74,11923165748578","4,689841028627529"
2058,091B10,Br. Fátima,AV. J. Gaitán C. - CL 49A Sur,"-74,13433299767357","4,5853971257757244"
2064,015A10,Urb. Kalamary,AV. J. Gaitán C. - CL 54 Sur,"-74,15150790555697","4,580770372142388"
2080,006A10,Policía Nacional,AV. J. Gaitán C. - CL 47 Sur,"-74,13059482929862","4,585836078404527"
2091,112A05,Calle 63,AV. NQS - AC 63,"-74,07869319950468","4,652113217874573"
2111,692A00,Br. Santa Isabel,AV. NQS - CL 2,"-74,10153531351257","4,602278855814257"
2113,180A00,Estación Ricaurte,AV. NQS - CL 9,"-74,0950363976907","4,6099080573786395"
2114,693A00,Br. Ricaurte,AV. NQS - CL 11,"-74,09342721138628","4,611875432592101"
2122,210A00,Canal Arzobispo,AV. NQS - CL 48,"-74,07899324489443","4,638478843296228"
2150,440A04,Br. Las Ferias Occidental,AK 70 - CL 77A,"-74,08745221549599","4,689867919191803"
2155,212B09,Urbanización El Llano de Bosa,KR 78C - CL 68A Sur,"-74,18886431430771","4,601855392421895"
2160,137A09,Dg 73H,KR 79D - DG 73H Sur,"-74,20106575801107","4,608226052430974"
2194,177A03,Br. Niza Norte,AV. Suba - 127D,"-74,07281060073126","4,713412986115443"
2202,213A03,Br. Ríonegro,AV. Suba - CL 98A,"-74,06493720413418","4,6876986705634485"
2225,547A03,Portal de Suba,AV. Suba - KR 103C,"-74,09494386492823","4,7457127739291955"
2241,031A11,Br. Arborizadora Baja,AV. V/cio - KR 44,"-74,15362240229354","4,574295924747249"
2246,090B10,U. Distrital,AV. V/cio - AK 51,"-74,1563214220057","4,578713501458103"
2251,054A10,Br. Rafael Escamilla,AV. V/cio - Auto Sur,"-74,16165317025366","4,5941525137137935"
2260,034A08,Br. Villa Nelly,AV. V/cio - KR 81B,"-74,16795215522927","4,62429565956745"
2265,164A08,Br. La María,AV. V/cio - KR 80F,"-74,16690128265371","4,622261480349228"
2266,164B08,Br. La María,AV. V/cio - KR 80H,"-74,16718600008977","4,6227849998059565"
2287,032B11,Br. El Satélite,AV. V/cio - KR 32,"-74,14935182400924","4,5707921365750295"
2293,497A11,Br. San Carlos Norte,AV. V/cio - KR 19,"-74,1274940614318","4,569941745280708"
2302,037A02,Br. Las Villas,AV. Villas - CL 128B,"-74,06996243283415","4,715736524163338"
2343,067A11,Hsp. El Tunal,CL 48B Sur - KR 21,"-74,12942114175236","4,5721244707439395"
2344,069A11,CAI Tunal,CL 48C Sur - KR 24,"-74,13100302466204","4,577392436251618"
2351,155B00,Br. Progreso,KR 24 - CL 5A,"-74,09389199971427","4,601601000152316"
2352,803A00,Br. La Pepita,KR 24 - CL 7,"-74,09227976632441","4,604133020461974"
2358,172A00,CAI Paloquemao,KR 25 - CL 17,"-74,08650888383634","4,612685475277659"
2360,302A10,Br. Venecia,KR 53 - DG 45B Sur,"-74,13812490506545","4,593637799420111"
2366,034B10,Br. Fátima,CL 51 Sur - KR 34,"-74,13683014887341","4,585747874028192"
2371,033A10,Br. La Laguna,KR 53 - DG 49 Sur,"-74,13841816188659","4,591314294366557"
2376,107B08,Calle 35A Sur (Br. Ciudad Kennedy Supermanzana 7),KR 78B - CL 35A Sur,"-74,14954042530314","4,623587971658977"
2377,107A08,Br. Ciudad Kennedy Supermanzana 7,KR 78B - CL 35C Sur,"-74,14954000040002","4,623588000311532"
2386,091A08,Br. Techo,KR 78B - CL 1 Sur,"-74,14694094341603","4,62611781207888"
2397,086A11,Br. Lucero Alto,DG 62 Sur - KR 19A,"-74,14019800024722","4,561968999927491"
2409,041A09,Carrera 79B,CL 63 Sur - KR 79B,"-74,1829571960186","4,606353891683206"
2411,042A09,Pl. de Mercado Bosa Centro,CL 63 Sur - KR 80H,"-74,18508744291707","4,6097614645461"
2412,044A09,Centro Educativo Argelia,CL 63 Sur - KR 81B,"-74,18679000011211","4,6126190003532335"
2414,547A09,Br. Nuestra Sureñora de la Paz,CL 62 Sur - KR 84A,"-74,18850522175605","4,6175145368531805"
2423,275A09,Br. Las Margaritas,CL 63 Sur - KR 93C,"-74,19681435157156","4,630853048098489"
2428,218A08,Colegio Alfonso lópez Michelsen,CL 73 Sur - KR 98B,"-74,2048316771418","4,633188613504803"
2440,280A09,Br. La Libertad,CL 59C Sur - KR 88H,"-74,19214646640343","4,627582379168385"
2441,304A09,Br. La Fontana I y II,CL 59C Sur - KR 87M,"-74,1901536060479","4,624121441514472"
2446,066A09,Br. La Paz Bosa,CL 62 Sur - KR 82C,"-74,18724451171327","4,615340069829662"
2448,053A09,Colegio Inmaculado Corazón de Maria,CL 65 Sur - KR 80I,"-74,1862799492702","4,609811816101923"
2454,045A09,Centro Comunitario Bosa,CL 65 Sur - KR 77G,"-74,18048377112204","4,597833219940022"
2460,087A11,Br.  San Francisco I Sector,DG 62 Sur - KR 20,"-74,14245785607487","4,563776607253447"
2468,189A12,Br. Gran Yomasa I,CL 81 Sur - KR 1 A Este,"-74,11392154605979","4,509525982861952"
